Rfam_ID,PDB,Chain,Resolution
RF00005,7mt3,y,2.8
RF00005,7uck,2,2.8
RF00005,5vp2,2w,2.8
RF00005,4qei,C,2.875
RF00005,7o19,B8,2.9
RF00005,7qi4,Ax,2.21
RF00005,4wqf,DY,2.8
RF00005,4v67,CZ,3.0
RF00005,5ud5,C,2.347
RF00005,6wd0,6,3.0
RF00005,4w2g,CW,2.55
RF00005,1vy5,AY,2.55
RF00005,6gsj,2K,2.96
RF00005,4w2e,x,2.9
RF00005,7vnw,B,2.61
RF00005,7u2i,2y,2.55
RF00005,6ufg,B,2.929
RF00005,4yco,E,2.1
RF00005,1vfg,D,2.8
RF00005,5vp2,2x,2.8
RF00005,7r81,t1,2.7
RF00005,6ufm,A,2.82
RF00005,5wit,1y,2.6
RF00005,1vy4,CW,2.6
RF00005,3rg5,B,2.0
RF00005,7osm,ASIT,3.0
RF00005,7uq6,B,2.951
RF00005,6ys3,v,2.58
RF00005,5axn,P,2.703
RF00005,5wis,1y,2.703
RF00005,4w2f,CY,2.4
RF00005,4wsd,3L,2.95
RF00005,1o0b,B,2.7
RF00005,4z3s,1x,2.65
RF00005,4v8d,AB,3.0
RF00005,5wdt,v,3.0
RF00005,7q0p,10,2.77
RF00005,5ccb,N,2.0
RF00005,2fmt,C,2.8
RF00005,6nd5,2x,2.6
RF00005,5ndk,W4,2.95
RF00005,2dxi,D,2.2
RF00005,5iqr,6,3.0
RF00005,4v51,CW,2.8
RF00005,1vy7,CY,2.8
RF00005,2fk6,R,2.9
RF00005,1u0b,A,2.3
RF00005,4wqf,BY,2.8
RF00005,6wde,6,3.0
RF00005,4yco,D,2.1
RF00005,6zvh,x,2.9
RF00005,7kab,C,2.5
RF00005,6of1,2y,2.8
RF00005,6xhv,2x,2.4
RF00005,4z3s,2w,2.65
RF00005,4wqy,DX,2.8
RF00005,1qru,B,3.0
RF00005,7k9m,C,2.5
RF00005,1il2,C,2.6
RF00005,1exd,B,2.7
RF00005,4v7l,CW,3.0
RF00005,6zvi,e,3.0
RF00005,7u2h,2x,2.55
RF00005,4wpo,BX,2.8
RF00005,5w4k,2y,2.7
RF00005,5hd1,1x,2.7
RF00005,4v7l,CX,3.0
RF00005,5ndk,X1,2.95
RF00005,7n2u,Dt,2.53
RF00005,2zzm,B,2.65
RF00005,6nd5,2y,2.6
RF00005,7p7t,C,2.9
RF00005,7st6,5,3.0
RF00005,1qrs,B,2.6
RF00005,7o80,AT,2.9
RF00005,5hau,1w,3.0
RF00005,5j4c,1w,2.8
RF00005,5ib7,3L,2.99
RF00005,4v90,AV,2.95
RF00005,7u2j,2w,2.55
RF00005,6sgc,33,2.8
RF00005,3zgz,B,2.4
RF00005,1zjw,B,2.5
RF00005,5iqr,5,3.0
RF00005,4v8b,CC,3.0
RF00005,6cae,1x,2.6
RF00005,6ore,5,2.9
RF00005,6xhv,1w,2.4
RF00005,4wsd,1L,2.95
RF00005,7b5k,x,2.9
RF00005,5wit,1x,2.6
RF00005,5afi,v,2.9
RF00005,7qi4,Ay,2.21
RF00005,6pmo,B,2.65703362888
RF00005,5hcr,1x,2.8
RF00005,5omw,B,2.6
RF00005,1o0c,B,2.7
RF00005,6qzp,S6,2.9
RF00005,4as1,B,2.02
RF00005,7oif,z,3.0
RF00005,1vy4,CY,2.6
RF00005,6tc3,PTR1,2.7
RF00005,2cv2,C,2.69
RF00005,5hcp,1x,2.894
RF00005,5l4o,A,2.799
RF00005,1gtr,B,2.5
RF00005,7p7s,D,3.0
RF00005,3hl2,E,2.81
RF00005,1ttt,E,2.7
RF00005,7rq8,1w,2.5
RF00005,4w2i,CX,2.7
RF00005,7nhk,D,2.9
RF00005,5ib7,2K,2.99
RF00005,5hcq,2x,2.801
RF00005,4wsd,2L,2.95
RF00005,2re8,B,2.6
RF00005,7st2,5,2.9
RF00005,6cae,1w,2.6
RF00005,6xz7,g,2.1
RF00005,7lj3,C,2.9
RF00005,5vp2,1y,2.8
RF00005,6xhw,1x,2.5
RF00005,6zto,AX,3.0
RF00005,4wpo,DX,2.8
RF00005,6y69,w,2.86
RF00005,7n2c,Dt,2.72
RF00005,6z6l,CC,3.0
RF00005,6lvr,D,2.85
RF00005,4wpo,DW,2.8
RF00005,5ib7,1K,2.99
RF00005,2csx,C,2.7
RF00005,7aqc,P,2.99
RF00005,1f7v,B,2.9
RF00005,1ehz,A,1.93
RF00005,7jql,1x,3.0
RF00005,3zjt,B,2.2
RF00005,1tra,A,3.0
RF00005,4v67,AY,3.0
RF00005,4wqy,BX,2.8
RF00005,4cqn,E,2.5
RF00005,4v7l,AX,3.0
RF00005,3zju,B,2.4
RF00005,7unr,v,2.9
RF00005,4v8b,CD,3.0
RF00005,2zue,B,2.0
RF00005,6of1,1x,2.8
RF00005,3kfu,N,3.0
RF00005,4v51,CV,2.8
RF00005,7st6,6,3.0
RF00005,7mt2,y,2.76
RF00005,5hcq,1x,2.801
RF00005,4w2g,CX,2.55
RF00005,7u2j,1w,2.55
RF00005,5w4k,1x,2.7
RF00005,6xhw,1y,2.5
RF00005,4w2g,CY,2.55
RF00005,6xhw,2w,2.5
RF00005,6xhy,1y,2.6
RF00005,5ndk,V1,2.95
RF00005,5ib7,2L,2.99
RF00005,5doy,2y,2.6
RF00005,1ivs,C,2.9
RF00005,7rq9,1w,2.6
RF00005,4w2e,w,2.9
RF00005,2bte,E,2.9
RF00005,3eph,F,2.95
RF00005,1vy7,AX,2.8
RF00005,1qu3,T,2.9
RF00005,5hr6,D,2.88
RF00005,6vlz,B,2.97
RF00005,4rdx,C,2.55
RF00005,2rd2,B,2.6
RF00005,5ndk,X4,2.95
RF00005,4v7l,CY,3.0
RF00005,1ttt,D,2.7
RF00005,4y4p,1x,2.5
RF00005,7old,5,3.0
RF00005,4ari,B,2.08
RF00005,7u2j,1y,2.55
RF00005,4z3s,2x,2.65
RF00005,1g59,B,2.4
RF00005,5yyn,D,3.0
RF00005,7oii,z,3.0
RF00005,4v51,AV,2.8
RF00005,3foz,D,2.5
RF00005,7n1p,Dt,2.33
RF00005,1vy4,CX,2.6
RF00005,7pjs,w,2.35
RF00005,5ud5,D,2.347
RF00005,5j4b,2y,2.6
RF00005,4w2f,CW,2.4
RF00005,2csx,D,2.7
RF00005,6ysi,8,2.5
RF00005,7ot5,z,2.9
RF00005,5v6x,D,2.76
RF00005,4v8b,AD,3.0
RF00005,6nd6,1y,2.85
RF00005,7of5,B,2.9
RF00005,7of4,B,2.7
RF00005,6gsj,2L,2.96
RF00005,4jyz,B,2.5
RF00005,7s1g,A,2.48
RF00005,1vy5,CX,2.55
RF00005,1asz,S,3.0
RF00005,4wpo,BY,2.8
RF00005,1qtq,B,2.25
RF00005,3foz,C,2.5
RF00005,1vy6,AX,2.9
RF00005,7u2i,2x,2.55
RF00005,7u2j,2x,2.55
RF00005,7oiz,V,2.9
RF00005,1gax,C,2.9
RF00005,4v9d,BV,3.0
RF00005,4jxz,B,2.4
RF00005,2cv0,D,2.4
RF00005,1asy,R,2.9
RF00005,6o97,1w,2.75
RF00005,5e6m,E,2.927
RF00005,6uo1,2w,2.95
RF00005,6zm6,B,2.59
RF00005,5e81,3K,2.95
RF00005,6ys5,7,3.0
RF00005,5yyn,B,3.0
RF00005,7u2i,1x,2.55
RF00005,6xhy,2y,2.6
RF00005,5e81,2L,2.95
RF00005,6xqd,1x,2.8
RF00005,7u2i,1y,2.55
RF00005,6z6n,CC,2.9
RF00005,5ibb,1K,2.96
RF00005,6zm5,B,2.89
RF00005,4z3s,1y,2.65
RF00005,6cae,2y,2.6
RF00005,6lvr,B,2.85
RF00005,1qrt,B,2.7
RF00005,2zzn,D,2.95
RF00005,1yfg,A,3.0
RF00005,7rq9,1x,2.6
RF00005,6yal,1,3.0
RF00005,7mt7,y,2.71
RF00005,1vy5,AX,2.55
RF00005,4w2i,AW,2.7
RF00005,7of7,B,2.5
RF00005,7nhn,D,2.9
RF00005,4zdo,E,2.65
RF00005,6uo1,2y,2.95
RF00005,7u2i,1w,2.55
RF00005,5doy,1y,2.6
RF00005,4yco,F,2.1
RF00005,7osm,PSIT,3.0
RF00005,6cfj,1x,2.8
RF00005,7p7r,D,2.9
RF00005,6az1,4,2.7
RF00005,6az1,3,2.7
RF00005,5axm,P,2.21
RF00005,5x6b,P,2.596
RF00005,1gts,B,2.8
RF00005,7onu,T,3.0
RF00005,6xqe,1x,3.0
RF00005,6cae,2w,2.6
RF00005,7b5k,z,2.9
RF00005,3kfu,M,3.0
RF00005,6cfj,1w,2.8
RF00005,7e8o,X,2.804
RF00005,7b5k,9,2.9
RF00005,4wqf,DW,2.8
RF00005,4v8d,CD,3.0
RF00005,7o7z,AT,2.4
RF00005,2azx,C,2.8
RF00005,5hr7,C,2.4
RF00005,4arc,B,2.0
RF00005,6cfj,2y,2.8
RF00005,7n1p,Pt,2.33
RF00005,4w2h,CX,2.7
RF00005,5j4b,1x,2.6
RF00005,4w2i,CY,2.7
RF00005,7vnw,A,2.61
RF00005,6xhv,2w,2.4
RF00005,1vy5,AW,2.55
RF00005,1vy4,AY,2.6
RF00005,7u2h,1w,2.55
RF00005,6ydp,BB,3.0
RF00005,6tbv,PTR1,2.7
RF00005,6o97,1x,2.75
RF00005,6zm7,CC,2.7
RF00005,6xhw,1w,2.5
RF00005,2zuf,B,2.3
RF00005,5hcp,2x,2.894
RF00005,5b63,B,3.0
RF00005,4yye,D,2.301
RF00005,5ibb,3K,2.96
RF00005,7unu,v,2.9
RF00005,4v8d,CC,3.0
RF00005,7s1k,A,2.42
RF00005,4v8b,CB,3.0
RF00005,7zai,4,2.6
RF00005,6nd5,1w,2.6
RF00005,7rq9,2y,2.6
RF00005,5wfs,y,3.0
RF00005,4aq7,B,2.5
RF00005,4woi,DW,3.0
RF00005,6xa1,Bv,2.8
RF00005,2ct8,D,2.7
RF00005,4y4p,1y,2.5
RF00005,7p3k,V,2.9
RF00005,1h4s,T,2.85
RF00005,6cfj,2w,2.8
RF00005,6zme,CC,3.0
RF00005,4v8d,AD,3.0
RF00005,4wpo,BW,2.8
RF00005,5ib7,1L,2.99
RF00005,6zto,AW,3.0
RF00005,4lnt,QV,2.94000009954
RF00005,6sgc,23,2.8
RF00005,6xz7,f,2.1
RF00005,4tna,A,2.5
RF00005,2azx,D,2.8
RF00005,7st2,6,2.9
RF00005,4y4p,2x,2.5
RF00005,4v9r,CX,3.0
RF00005,6v3a,v,2.82
RF00005,2du4,C,2.8
RF00005,7u2h,1x,2.55
RF00005,6uo1,1x,2.95
RF00005,6of1,1w,2.8
RF00005,6xhv,1y,2.4
RF00005,5hc9,C,2.9
RF00005,6ysi,6,2.5
RF00005,5vp2,2y,2.8
RF00005,5j8b,x,2.6
RF00005,4wqu,BY,2.8
RF00005,6xhv,2y,2.4
RF00005,6zvi,d,3.0
RF00005,3amt,B,2.9
RF00005,3akz,F,2.9
RF00005,1ffy,T,2.2
RF00005,7unv,v,2.7
RF00005,6qdw,v,2.83
RF00005,5wis,2w,2.703
RF00005,3kfu,K,3.0
RF00005,1j1u,B,1.95
RF00005,7tor,PTRN,2.9
RF00005,7as8,2,2.9
RF00005,5omw,E,2.6
RF00005,5wit,1w,2.6
RF00005,7rq8,2x,2.5
RF00005,5b63,D,3.0
RF00005,7ug7,Pt,2.58
RF00005,2zxu,D,2.75
RF00005,6ztp,AW,3.0
RF00005,7n2u,Pt,2.53
RF00005,5doy,1w,2.6
RF00005,7o9m,B,2.6
RF00005,6cae,2x,2.6
RF00005,5wis,1x,2.703
RF00005,4v8b,AC,3.0
RF00005,5ibb,2L,2.96
RF00005,4w2f,AX,2.4
RF00005,5j4c,1x,2.8
RF00005,5e81,2K,2.95
RF00005,4woi,AX,3.0
RF00005,6ztp,AX,3.0
RF00005,3akz,E,2.9
RF00005,6yhs,6,2.7
RF00005,7qi4,B,2.21
RF00005,7of6,B,2.6
RF00005,4w2i,AX,2.7
RF00005,4z3s,1w,2.65
RF00005,5v6x,C,2.76
RF00005,6ugg,B,1.95
RF00005,6o97,2w,2.75
RF00005,7cpu,S6,2.82
RF00005,3akz,H,2.9
RF00005,7r81,u1,2.7
RF00005,7ryf,v,2.65
RF00005,7vnv,B,1.9
RF00005,1vy7,CX,2.8
RF00005,7u2j,1x,2.55
RF00005,5nwy,M,2.9
RF00005,7p48,5,2.9
RF00005,7m4x,v,2.66
RF00005,1vfg,C,2.8
RF00005,5f8k,2x,2.8
RF00005,6t4q,7,2.6
RF00005,5hau,2w,3.0
RF00005,6xqd,2x,2.8
RF00005,6wde,7,3.0
RF00005,7k98,C,2.19
RF00005,1n77,D,2.4
RF00005,5j4c,2y,2.8
RF00005,1h3e,B,2.9
RF00005,6xhw,2x,2.5
RF00005,6gsj,3L,2.96
RF00005,7aqc,T,2.99
RF00005,7lj3,B,2.9
RF00005,6cfj,2x,2.8
RF00005,7jql,2x,3.0
RF00005,5doy,2w,2.6
RF00005,2tra,A,3.0
RF00005,5wfs,v,3.0
RF00005,1il2,D,2.6
RF00005,3eph,E,2.95
RF00005,4wqu,DW,2.8
RF00005,6xza,f2,2.66
RF00005,7u2h,1y,2.55
RF00005,7n31,Pt,2.69
RF00005,7s1i,A,2.48
RF00005,7zhg,4,2.25
RF00005,6cae,1y,2.6
RF00005,7k00,Y,1.98
RF00005,6nd5,1y,2.6
RF00005,6of1,2w,2.8
RF00005,4tra,A,3.0
RF00005,2bte,B,2.9
RF00005,7rq9,1y,2.6
RF00005,5w4k,1y,2.7
RF00005,6uo1,2x,2.95
RF00005,4v7l,AY,3.0
RF00005,1evv,A,2.0
RF00005,7pwg,w,2.75
RF00005,6nd6,1x,2.85
RF00005,5vp2,1x,2.8
RF00005,7too,APTN,2.7
RF00005,6gsj,1L,2.96
RF00005,6gsj,1K,2.96
RF00005,6uo1,1y,2.95
RF00005,4aq7,E,2.5
RF00005,5j4b,2w,2.6
RF00005,6nd6,1w,2.85
RF00005,5ah5,C,2.1
RF00005,6xqe,2x,3.0
RF00005,7osa,PSIT,3.0
RF00005,6o97,2y,2.75
RF00005,6xhy,1x,2.6
RF00005,6ugg,A,1.95
RF00005,6snt,6,2.8
RF00005,7nwt,5,2.66
RF00005,4v51,AY,2.8
RF00005,2dlc,Y,2.4
RF00005,1vtq,A,3.0
RF00005,4wsd,2K,2.95
RF00005,7rq8,1x,2.5
RF00005,7mt7,x,2.71
RF00005,2ct8,C,2.7
RF00005,4wqf,BW,2.8
RF00005,1i9v,A,2.6
RF00005,1ivs,D,2.9
RF00005,1qf6,B,2.9
RF00005,7m4y,v,2.5
RF00005,7o1c,B8,2.6
RF00005,4yye,C,2.301
RF00005,1vy7,AY,2.8
RF00005,2cv2,D,2.69
RF00005,5hd1,2x,2.7
RF00005,7o7y,AT,2.2
RF00005,6tna,A,2.7
RF00005,6xhy,2x,2.6
RF00005,5j4c,2w,2.8
RF00005,6az1,2,2.7
RF00005,6rfl,U,2.76
RF00005,5j4c,2x,2.8
RF00005,5wt1,F,2.598
RF00005,2fmt,D,2.8
RF00005,4w2h,AX,2.7
RF00005,5doy,2x,2.6
RF00005,4z3s,2y,2.65
RF00005,1tn2,A,3.0
RF00005,4v67,CY,3.0
RF00005,7ryg,v,2.38
RF00005,6xzb,g2,2.54
RF00005,5j8b,y,2.6
RF00005,6zmi,CC,2.6
RF00005,4wsd,1K,2.95
RF00005,6yhs,8,2.7
RF00005,7n2v,Dt,2.54
RF00005,6tb3,n,2.8
RF00005,4y4p,2w,2.5
RF00005,5e81,3L,2.95
RF00005,5ccx,N,2.1
RF00005,5e81,1K,2.95
RF00005,5j4b,1w,2.6
RF00005,7kgb,y,2.7
RF00005,5hr6,C,2.88
RF00005,7tor,ETRN,2.9
RF00005,7u2j,2y,2.55
RF00005,7lj3,A,2.9
RF00005,4yvj,C,2.9
RF00005,5w4k,2x,2.7
RF00005,1ser,T,2.9
RF00005,6zm5,w,2.89
RF00005,6nd5,1x,2.6
RF00005,7po4,B,2.56
RF00005,5e81,1L,2.95
RF00005,5afi,w,2.9
RF00005,3rg5,A,2.0
RF00005,5ibb,1L,2.96
RF00005,5afi,y,2.9
RF00005,1h4q,T,3.0
RF00005,4v8d,CB,3.0
RF00005,2cv1,C,2.41
RF00005,7p7t,D,2.9
RF00005,7of3,B,2.7
RF00005,6nd6,2x,2.85
RF00005,4wqu,DY,2.8
RF00005,4w2g,AY,2.55
RF00005,5j8b,w,2.6
RF00005,4v9r,AX,3.0
RF00005,6of1,1y,2.8
RF00005,6ydp,BA,3.0
RF00005,6ydp,BA,3.0
RF00005,6ydp,BA,3.0
RF00005,6ydp,BA,3.0
RF00005,6ydp,BA,3.0
RF00005,6ydp,BA,3.0
RF00005,6ydp,BA,3.0
RF00005,6ydp,BA,3.0
RF00005,6ydp,BA,3.0
RF00005,6ydp,BA,3.0
RF00005,6ydp,BA,3.0
RF00005,6ydp,BA,3.0
RF00005,6ydp,BA,3.0
RF00005,6ydp,BA,3.0
RF00005,6ydp,BA,3.0
RF00005,6ydp,BA,3.0
RF00005,6ydp,BA,3.0
RF00005,6ydp,BA,3.0
RF00005,6ydp,BA,3.0
RF00005,4v9d,AV,3.0
RF00005,1tn1,A,3.0
RF00005,6xhv,1x,2.4
RF00005,2zzn,C,2.95
RF00005,7pjs,v,2.35
RF00005,4v9h,AV,2.857
RF00005,5wdt,y,3.0
RF00005,6nd6,2y,2.85
RF00005,4w2f,AW,2.4
RF00005,4w2f,CX,2.4
RF00005,5ibb,3L,2.96
RF00005,7st6,7,3.0
RF00005,1vy5,CW,2.55
RF00005,1b23,R,2.6
RF00005,6zu1,AX,3.0
RF00005,6ywe,bb,2.99
RF00005,6ydp,AA,3.0
RF00005,6ydp,AA,3.0
RF00005,6ydp,AA,3.0
RF00005,6ydp,AA,3.0
RF00005,6ydp,AA,3.0
RF00005,6ydp,AA,3.0
RF00005,6ydp,AA,3.0
RF00005,6ydp,AA,3.0
RF00005,6ydp,AA,3.0
RF00005,6ydp,AA,3.0
RF00005,6ydp,AA,3.0
RF00005,6ydp,AA,3.0
RF00005,6ydp,AA,3.0
RF00005,6ydp,AA,3.0
RF00005,6ydp,AA,3.0
RF00005,6ydp,AA,3.0
RF00005,6ydp,AA,3.0
RF00005,6ydp,AA,3.0
RF00005,6ydp,AA,3.0
RF00005,6zm6,x,2.59
RF00005,6nd5,2w,2.6
RF00005,4cqn,B,2.5
RF00005,7n30,Pt,2.66
RF00005,6xhw,2y,2.5
RF00005,5wfs,w,3.0
RF00005,5doy,1x,2.6
RF00005,1efw,D,3.0
RF00005,1n78,D,2.1
RF00005,7n30,Dt,2.66
RF00005,4w2i,AY,2.7
RF00005,5wis,2x,2.703
RF00005,7ug7,Dt,2.58
RF00005,5ibb,2K,2.96
RF00005,5wt1,C,2.598
RF00005,6xzb,f2,2.54
RF00005,1vy6,CX,2.9
RF00005,6cfj,1y,2.8
RF00005,7msm,y,2.79
RF00005,4wqu,BW,2.8
RF00005,7eqj,B,2.043
RF00005,4w2g,AX,2.55
RF00005,4v51,AW,2.8
RF00005,6wd0,5,3.0
RF00005,4y4p,1w,2.5
RF00005,7nso,8,2.9
RF00005,5wit,2y,2.6
RF00005,4wsd,3K,2.95
RF00005,6uo1,1w,2.95
RF00005,7msc,y,2.97
RF00005,1n78,C,2.1
RF00005,6wde,5,3.0
RF00005,7n31,Dt,2.69
RF00005,3zjv,B,2.31
RF00005,4v8b,AB,3.0
RF00010,1u9s,A,2.9
RF00028,7yga,N,2.35
RF00028,8i7n,N,2.98
RF00028,7ygc,N,2.65
RF00028,7r6l,A,2.85
RF00028,7yg9,N,2.68
RF00028,7ygb,N,2.62
RF00028,7xd5,N,2.84
RF00028,7xd6,N,2.84
RF00028,7yg8,N,2.97
RF00028,7yci,N,2.98
RF00029,8t2s,B,3.0
RF00029,8k0p,C,2.99
RF00029,7uin,B,2.8
RF00029,8t2t,B,3.0
RF00029,1kxk,A,3.0
RF00029,8k0p,A,2.99
RF00029,8k15,C,2.58
RF00029,8k0r,C,2.65
RF00029,8k0r,A,2.65
RF00050,6wjr,X,2.7
RF00050,3f2t,X,3.0
RF00050,3f2q,X,2.95
RF00059,2cky,A,2.9
RF00059,3d2v,A,2.0
RF00059,7tdc,A,2.46
RF00059,3d2x,A,2.5
RF00059,7tzr,X,2.7
RF00059,4nya,B,2.65
RF00059,3d2g,A,2.25
RF00059,3d2g,B,2.25
RF00059,2hol,A,2.9
RF00059,7tzt,A,2.96
RF00059,4nya,A,2.65
RF00059,2gdi,X,2.05
RF00059,3d2x,B,2.5
RF00059,7tda,A,2.25
RF00059,2gdi,Y,2.05
RF00059,2cky,B,2.9
RF00059,4nyd,A,2.9
RF00059,7td7,A,2.95
RF00059,7tzr,Y,2.7
RF00059,2hom,A,2.89
RF00059,2hoj,A,2.5
RF00059,7tzs,X,2.21
RF00059,3d2v,B,2.0
RF00059,7tdb,A,2.56
RF00059,7tzu,A,2.87
RF00059,7tzs,Y,2.21
RF00059,2hoo,A,3.0
RF00080,6cc3,B,2.698
RF00080,6cc3,A,2.698
RF00080,6cc1,A,2.54
RF00080,6cc1,B,2.54
RF00100,5lys,B,2.32
RF00100,5lyu,A,2.2
RF00100,5lys,A,2.32
RF00100,5lyu,B,2.2
RF00100,5lyv,B,2.35
RF00100,5lyv,A,2.35
RF00102,6ol3,C,2.74
RF00162,5fk6,A,2.5
RF00162,3gx2,A,2.9
RF00162,5fk3,A,2.5
RF00162,5fkf,A,2.8
RF00162,3gx6,A,2.8
RF00162,5fk4,A,2.43
RF00162,4aob,A,2.95
RF00162,3iqn,A,2.7
RF00162,5fke,A,2.8
RF00162,5fkh,A,2.65
RF00162,3iqr,A,2.55
RF00162,2ydh,A,2.9
RF00162,3gx3,A,2.7
RF00162,3v7e,D,2.8
RF00162,3gx5,A,2.402
RF00162,2ygh,A,2.6
RF00162,3v7e,C,2.8
RF00162,5fjc,A,1.71
RF00162,2gis,A,2.9
RF00162,5fk1,A,2.5
RF00162,3iqp,A,2.9
RF00162,4b5r,A,2.95
RF00162,5fkd,A,3.0
RF00162,3gx7,A,2.95
RF00162,5fk2,A,2.6
RF00162,7eaf,A,2.85
RF00162,5fkg,A,2.95
RF00164,1xjr,A,2.7
RF00167,4xnr,X,2.21
RF00167,5e54,B,2.3
RF00167,3got,A,1.95
RF00167,3la5,A,1.7
RF00167,1y27,X,2.4
RF00167,5swe,X,3.0
RF00167,2eev,A,1.95
RF00167,4fep,B,1.65
RF00167,6uc9,B,1.941
RF00167,3ds7,B,1.85
RF00167,5swd,B,2.5
RF00167,6uc8,B,1.898
RF00167,5uza,X,2.22
RF00167,2eet,A,1.95
RF00167,3rkf,B,2.5
RF00167,3rkf,C,2.5
RF00167,2xo1,A,1.6
RF00167,1y26,X,2.1
RF00167,4feo,B,1.6
RF00167,4fej,B,1.5
RF00167,2xnw,A,1.5
RF00167,4fel,B,1.6
RF00167,3gao,A,1.9
RF00167,2b57,A,2.15
RF00167,6vwv,B,3.0
RF00167,3rkf,A,2.5
RF00167,2ees,A,1.75
RF00167,4lx5,A,2.13
RF00167,4tzx,X,2.01
RF00167,3ds7,A,1.85
RF00167,6p2h,A,2.803
RF00167,2eew,A,2.25
RF00167,3fo4,A,1.9
RF00167,3g4m,A,2.4
RF00167,5swd,A,2.5
RF00167,2xo0,A,1.7
RF00167,5e54,A,2.3
RF00167,3ger,A,1.7
RF00167,6vwv,A,3.0
RF00167,3ivn,B,2.8
RF00167,3rkf,D,2.5
RF00167,6ubu,B,1.6
RF00167,2g9c,A,1.7
RF00167,4lx6,A,2.15
RF00167,2eeu,A,1.95
RF00167,4tzy,X,2.57
RF00167,4fen,B,1.35
RF00167,3ivn,A,2.8
RF00167,6uc7,B,1.798
RF00167,3fo6,A,1.9
RF00167,4fe5,B,1.32
RF00167,3ges,A,2.15
RF00167,2xnz,A,1.59
RF00167,3gog,A,2.1
RF00168,3d0x,A,2.95
RF00168,3dir,A,2.9
RF00168,3dim,A,2.9
RF00168,3diy,A,2.71
RF00168,3dig,X,2.8
RF00168,3dj2,A,2.5
RF00168,4erj,A,3.0
RF00168,3d0u,A,2.8
RF00168,3dio,X,2.4
RF00168,3dj0,A,2.5
RF00168,3dix,A,2.9
RF00168,3dil,A,1.9
RF00168,3diq,A,2.7
RF00168,3diz,A,2.85
RF00168,4erl,A,3.0
RF00169,2v3c,M,2.5
RF00169,1z43,A,2.6
RF00169,4xco,E,2.9
RF00169,2v3c,N,2.5
RF00169,1lng,B,2.3
RF00169,4xco,M,2.9
RF00233,4p5j,A,1.9912
RF00234,2ho6,B,2.8
RF00234,2nz4,R,2.498
RF00234,2h0z,B,2.7
RF00234,3g8t,Q,3.0
RF00234,2z75,B,1.7
RF00234,2ho7,B,2.9
RF00234,2h0w,B,2.4
RF00234,2nz4,Q,2.498
RF00234,2gcv,B,2.1
RF00234,2h0s,B,2.35
RF00234,3g8t,R,3.0
RF00234,3l3c,S,2.85
RF00234,3l3c,P,2.85
RF00234,3l3c,R,2.85
RF00234,3g8t,P,3.0
RF00234,3b4a,B,2.7
RF00234,3b4b,B,2.7
RF00234,2nz4,S,2.498
RF00234,3g9c,Q,2.9
RF00234,3b4c,B,3.0
RF00234,3g9c,S,2.9
RF00234,3g9c,P,2.9
RF00234,2nz4,P,2.498
RF00234,3g9c,R,2.9
RF00234,3l3c,Q,2.85
RF00234,2gcs,B,2.1
RF00234,3g8t,S,3.0
RF00234,2h0x,B,2.3
RF00234,2z74,B,2.2
RF00379,6n5p,A,2.991
RF00379,6n5n,A,2.951
RF00379,6n5s,A,2.802
RF00379,6n5o,A,2.708
RF00379,6wtl,A,2.85
RF00379,4qlm,A,2.721
RF00379,4qln,A,2.65
RF00379,6n5t,A,2.787
RF00379,6n5q,A,2.946
RF00380,2qbz,X,2.6
RF00380,3pdr,A,1.853
RF00380,3pdr,X,1.853
RF00442,6dls,A,2.885
RF00442,6dlr,A,2.656
RF00442,5t83,A,2.71
RF00442,6dnr,A,2.896
RF00442,5u3g,B,2.3
RF00442,6dlq,A,2.8
RF00442,6ck5,B,2.49
RF00442,6dlt,A,2.9
RF00442,7mlw,F,2.7
RF00442,6ck5,A,2.49
RF00504,3oxd,A,2.999
RF00504,3oxb,A,2.947
RF00504,3oxm,B,2.95
RF00504,3owi,B,2.845
RF00504,3oww,B,2.802
RF00504,3oww,A,2.802
RF00504,3owz,B,2.949
RF00504,3oxd,B,2.999
RF00504,3owi,A,2.845
RF00504,3oxe,A,2.899
RF00504,3oxm,A,2.95
RF00504,3oxe,B,2.899
RF00504,3oxb,B,2.947
RF00504,3owz,A,2.949
RF00525,7kga,B,2.1
RF00525,7kga,A,2.1
RF01051,4yb0,R,2.121
RF01051,3irw,R,2.7
RF01051,3mur,R,3.0
RF01051,3ud4,R,2.7
RF01051,4yb1,R,2.081
RF01051,3mut,R,3.0
RF01051,3mxh,R,2.3
RF01051,4yb0,A,2.121
RF01051,3ucu,R,2.8
RF01051,4yaz,A,2.0
RF01051,4yaz,R,2.0
RF01051,3mum,R,2.9
RF01051,3ucz,R,2.8
RF01415,4pqv,A,2.463
RF01510,3skz,A,2.605
RF01510,3slq,B,2.5
RF01510,3skw,A,2.95
RF01510,3skl,B,2.9
RF01510,3skl,A,2.9
RF01510,3slm,A,2.7
RF01510,3skw,B,2.95
RF01510,3ski,A,2.3
RF01510,3slm,B,2.7
RF01510,3ski,B,2.3
RF01510,3slq,A,2.5
RF01510,3skz,B,2.605
RF01689,4frg,X,2.95
RF01689,4frg,B,2.95
RF01704,6qn3,B,2.3
RF01704,6qn3,A,2.3
RF01725,4l81,A,2.95
RF01734,4en5,A,2.957
RF01734,3vrs,A,2.603
RF01734,4enb,A,2.302
RF01734,4enc,A,2.272
RF01734,4ena,A,2.85
RF01750,4znp,A,2.94
