Rfam_ID,PDB,Chain,Resolution
RF00001,8fla,L4,2.63
RF00001,8pv8,C4,2.91
RF00001,4u4q,7,3.0
RF00001,4u4z,7,3.1
RF00001,4v7y,BB,3.0
RF00001,4v84,BB,3.4
RF00001,5vpo,RB,3.34
RF00001,6nd5,1B,2.6
RF00001,7bl4,B,2.4
RF00001,8ewb,A3,2.87
RF00001,8uu7,B,3.2
RF00001,4tue,YB,3.5
RF00001,4v51,BB,2.8
RF00001,4v9a,DB,3.2999
RF00001,4wu1,16,3.2
RF00001,5on6,AS,3.10000240787
RF00001,6t83,4b,4.0
RF00001,8cf5,BB,2.71
RF00001,2otj,9,2.9
RF00001,5czp,RB,3.2999592266
RF00001,5it8,DB,3.12
RF00001,7nhm,B,3.1
RF00001,8kab,B,3.3
RF00001,8p18,3,2.77
RF00001,8wi7,B,3.5
RF00001,3jcd,B,3.7
RF00001,3jce,B,3.2
RF00001,4u52,7,3.0
RF00001,4v5f,BB,3.6
RF00001,4v5r,DB,3.1
RF00001,4v97,DB,3.516
RF00001,5fdv,1B,2.8
RF00001,5uq8,B,3.2
RF00001,6xqe,1B,3.0
RF00001,8ohd,7,3.1
RF00001,1q81,B,2.95
RF00001,2zjr,Y,2.91
RF00001,3i55,9,3.11
RF00001,5dm6,Y,2.9
RF00001,5hkv,Y,3.66
RF00001,5lza,B,3.6
RF00001,5uyp,02,3.9
RF00001,5vpo,YB,3.34
RF00001,5vpp,YB,3.9
RF00001,6hcf,72,3.9
RF00001,6ofx,2,3.3
RF00001,6oj2,YB,3.2
RF00001,8ana,b,2.1
RF00001,8e3o,J,1.99
RF00001,8evt,A3,2.2
RF00001,8w51,B,2.4
RF00001,3j7p,7,3.5
RF00001,4u53,3,3.3
RF00001,5uyq,02,3.8
RF00001,6nta,YB,3.1
RF00001,7msz,B,3.1
RF00001,8ewc,A3,2.45
RF00001,8fom,YB,3.58
RF00001,4wce,Y,3.526
RF00001,6bok,C,3.55
RF00001,6c4i,B,3.24
RF00001,6eri,Ax,3.0
RF00001,6of1,2B,2.8
RF00001,6sgc,74,2.8
RF00001,7azy,F,2.877
RF00001,7bl5,B,3.3
RF00001,8bhp,1,2.37
RF00001,4v54,DA,3.3
RF00001,5hcq,1B,2.801
RF00001,5ndw,7,3.7
RF00001,6hhq,3,3.10000049683
RF00001,6n8l,2,3.6
RF00001,6nuo,YB,3.2
RF00001,6wdf,2,3.3
RF00001,6xz7,B,2.1
RF00001,8uu9,B,3.1
RF00001,4v51,DB,2.8
RF00001,5dox,2B,3.1
RF00001,5it7,7,3.6
RF00001,7pjy,B,3.1
RF00001,7zta,05S1,2.7
RF00001,8bpo,B1,2.8
RF00001,8fc4,1B,2.45
RF00001,1vq7,9,2.5
RF00001,4l71,RB,3.90000100875
RF00001,4u1v,BB,3.0
RF00001,4v7l,DB,3.0
RF00001,5lze,B,3.5
RF00001,5o60,B,3.18
RF00001,6t7t,C4,3.1
RF00001,7pjs,B,2.35
RF00001,9bh5,A7,2.63
RF00001,4v9s,BB,3.1
RF00001,5dat,3,3.15
RF00001,5lzt,7,3.65
RF00001,6pch,J,2.9
RF00001,7olc,3,2.9
RF00001,8qfd,7,2.2
RF00001,8r55,Y,3.57
RF00001,8uvr,2B,2.6
RF00001,4u56,3,3.45
RF00001,5lzd,B,3.4
RF00001,5u4i,B,3.5
RF00001,6n9e,1B,3.7
RF00001,6v3b,B,2.91
RF00001,6wnv,4,3.5
RF00001,6wqq,2,3.1
RF00001,8ir1,W,3.3
RF00001,8vty,1B,2.6
RF00001,3j9z,LB,3.6
RF00001,4v5l,BB,3.1
RF00001,4v7x,BB,3.0
RF00001,5f8k,1B,2.8
RF00001,6gqb,3,3.9
RF00001,6pcs,J,2.8
RF00001,7ozs,3,3.5
RF00001,7uw1,B,2.21
RF00001,4v57,DA,3.5
RF00001,4v7p,BB,3.62
RF00001,5v8i,1B,3.25
RF00001,6ogf,2,3.9
RF00001,6sv4,ZR,3.3
RF00001,6xhy,2B,2.6
RF00001,8idy,5,3.0
RF00001,8p8m,LE,2.66
RF00001,8xsz,L7,3.2
RF00001,4v5b,AA,3.74
RF00001,4v5r,BB,3.1
RF00001,4v9p,GB,2.9
RF00001,5hau,2B,3.0
RF00001,5lzz,7,3.47
RF00001,6czr,1B,3.14
RF00001,6ogi,2,3.4
RF00001,6ucq,2B,3.5
RF00001,7bv8,B,3.14
RF00001,7jt2,2,3.5
RF00001,8b6c,7,2.79
RF00001,8bhl,1,2.21
RF00001,3cd6,9,2.75
RF00001,4wsm,1J,3.3
RF00001,5fci,7,3.4
RF00001,5zlu,X,3.6
RF00001,6gsk,16,3.36
RF00001,6qdw,a,2.83
RF00001,7jss,2,3.7
RF00001,7oyb,71,2.4
RF00001,7zod,a,2.56
RF00001,8rjd,u,2.78574
RF00001,1vqk,9,2.3
RF00001,4v7w,DB,3.0
RF00001,5mdy,3,3.35
RF00001,6gz3,A4,3.6
RF00001,6pc7,J,2.5
RF00001,6skg,BB,2.65
RF00001,7ryg,B,2.38
RF00001,7xny,L2,2.5
RF00001,8g7r,B,2.8
RF00001,8oj5,7,2.9
RF00001,4wsd,16,2.95
RF00001,5mmm,B,3.4
RF00001,5uq7,B,3.5
RF00001,6gsl,1J,3.16
RF00001,7acj,3,3.2
RF00001,7y7g,b,2.34
RF00001,8vtu,2B,2.4
RF00001,4v7j,AB,3.3
RF00001,7azs,5SA,3.1
RF00001,7tos,5S,2.9
RF00001,7y7e,b,2.41
RF00001,8fc2,1B,2.5
RF00001,8p8n,LE,2.15
RF00001,8rcl,82,3.49
RF00001,1m1k,B,3.2
RF00001,1sm1,9,3.42
RF00001,4u50,7,3.2
RF00001,4u6f,3,3.1
RF00001,4v5d,BB,3.5
RF00001,6ft6,3,3.9
RF00001,6mte,7,3.4
RF00001,6wyv,J,2.75
RF00001,8hsp,b,2.32
RF00001,8pvl,C4,2.19
RF00001,1s72,9,2.4
RF00001,4zer,1B,3.1
RF00001,5f8k,2B,2.8
RF00001,6of1,1B,2.8
RF00001,7as9,B,3.5
RF00001,7qiw,5,2.35
RF00001,7rqa,2B,2.4
RF00001,7u2i,2B,2.55
RF00001,7zjw,L7,2.8
RF00001,8a5i,B,2.3
RF00001,1m90,B,2.8
RF00001,4v9p,AB,2.9
RF00001,5fdu,1B,2.9
RF00001,6gzq,B1,3.28
RF00001,6p5i,7,3.1
RF00001,6pc6,J,2.5
RF00001,6xhv,2B,2.4
RF00001,6xhx,1B,2.55
RF00001,8oj0,7,3.3
RF00001,4lnt,RB,2.94000009954
RF00001,4v5p,BB,3.1
RF00001,4wqu,CB,2.8
RF00001,5tga,3,3.3
RF00001,5zep,B,3.4
RF00001,8flb,L4,2.55
RF00001,1nji,B,3.0
RF00001,4v9l,BB,3.5
RF00001,4v9m,DB,4.0
RF00001,5nrg,Y,3.442
RF00001,6gsl,16,3.16
RF00001,6n9e,2B,3.7
RF00001,6of6,RB,3.2
RF00001,7rqc,2B,2.5
RF00001,8k82,C4,3.0
RF00001,8p16,3,2.77
RF00001,8r8m,b,2.4
RF00001,8ud6,1B,2.7
RF00001,1yjn,9,3.0
RF00001,3jag,7,3.65
RF00001,4u4u,7,3.0
RF00001,4v64,DA,3.5
RF00001,4w2i,BB,2.7
RF00001,5l3p,B,3.7
RF00001,6spg,B,3.34
RF00001,6tnu,BR,3.1
RF00001,6xqd,1B,2.8
RF00001,7oh3,3,3.4
RF00001,8bsi,LE,3.4
RF00001,8g34,A,3.2
RF00001,8v9k,B,3.1
RF00001,4v8a,AB,3.2
RF00001,6by1,CB,3.94
RF00001,6p5k,7,3.1
RF00001,7o7y,B7,2.2
RF00001,7ss9,2,3.9
RF00001,8cgk,b,1.64
RF00001,8qoa,b,2.0
RF00001,4v63,DB,3.207
RF00001,4w2g,DB,2.55
RF00001,5lzx,7,3.67
RF00001,6qik,x,3.1
RF00001,6ys3,a,2.58
RF00001,7rr5,C4,3.23
RF00001,8fto,b,1.85
RF00001,8ipa,TB,3.4
RF00001,1yi2,9,2.65
RF00001,4u26,DB,2.8
RF00001,4v53,BA,3.54
RF00001,4v6a,DB,3.1
RF00001,5lzy,7,3.99
RF00001,5u9g,02,3.2
RF00001,8ie3,5,3.3
RF00001,8pvk,C4,2.55
RF00001,8rjc,u,2.90061
RF00001,1q82,B,2.98
RF00001,4v4i,x,3.71
RF00001,4v9l,DB,3.5
RF00001,4wf1,BB,3.09
RF00001,6ole,E,3.1
RF00001,7bl2,B,3.7
RF00001,8am9,b,2.8
RF00001,8c3a,3,3.0
RF00001,1vq8,9,2.2
RF00001,1vy6,BB,2.9
RF00001,4v5b,CA,3.74
RF00001,4v9r,DB,3.0
RF00001,4wqr,16,3.15
RF00001,5j4d,HB,3.1
RF00001,6uo1,2B,2.95
RF00001,7bl3,B,3.5
RF00001,7ood,4,3.4
RF00001,7qgn,O,3.37
RF00001,7rq8,1B,2.5
RF00001,8cam,b,1.86
RF00001,8pfr,LE,2.15
RF00001,4w29,BB,3.8
RF00001,5gag,B,3.8
RF00001,6dzp,B,3.42
RF00001,6hd7,3,3.4
RF00001,6wqn,2,2.9
RF00001,7p7r,B,2.9
RF00001,8a3w,8,2.89
RF00001,8yop,L7,2.2
RF00001,1yij,9,2.6
RF00001,4v5c,BB,3.3
RF00001,4v5d,DB,3.5
RF00001,4v9n,DB,3.4
RF00001,4wf9,Y,3.427
RF00001,6vu3,d,3.7
RF00001,6w6p,B,2.9
RF00001,7qvp,L9,3.0
RF00001,8fn2,B,3.4
RF00001,8g2b,1B,2.55
RF00001,5mdv,3,2.97
RF00001,6d9j,7,3.2
RF00001,6ord,RB,3.1
RF00001,6y6x,L7,2.8
RF00001,7abz,3,3.21
RF00001,7cpv,L7,3.03
RF00001,7q08,3,2.56
RF00001,8cvk,1B,2.5
RF00001,8cvk,2B,2.5
RF00001,8pv4,C4,2.9
RF00001,8qbt,B,2.2
RF00001,8scb,7,2.5
RF00001,4w2h,BB,2.7
RF00001,5dgf,7,3.3
RF00001,5j88,CB,3.32
RF00001,5ndj,16,3.15
RF00001,6ot3,3,3.9
RF00001,6wd2,2,3.6
RF00001,8a98,8,2.46
RF00001,8eug,9,2.8
RF00001,3j7z,B,3.9
RF00001,3jcj,,3.7
RF00001,4v50,DA,3.22
RF00001,5o2r,B,3.4
RF00001,5tbw,3,3.0
RF00001,6oxa,RB,3.25
RF00001,6r86,3,3.4
RF00001,6x7k,d,3.1
RF00001,7asn,B,2.73
RF00001,7pjv,B,3.1
RF00001,7qq3,J,2.1
RF00001,7rqb,2B,2.45
RF00001,7st7,2,3.2
RF00001,7xnx,L2,2.7
RF00001,4tub,YB,3.6
RF00001,4v9f,9,2.404
RF00001,4v9o,GB,2.9
RF00001,8fc2,2B,2.5
RF00001,4v6e,DB,3.712
RF00001,4v8j,BB,3.9
RF00001,5dge,3,3.45
RF00001,5h1s,B,3.5
RF00001,5uyl,02,3.6
RF00001,6r5q,7,3.0
RF00001,6swa,s,3.1
RF00001,6xza,B2,2.66
RF00001,7k00,b,1.98
RF00001,7kgb,B,2.7
RF00001,7o5b,Y,3.33
RF00001,7q4k,BB,3.0
RF00001,7s0s,i,3.05
RF00001,8syl,B,2.9
RF00001,8wi8,B,2.7
RF00001,8xsx,L7,2.4
RF00001,3j9y,B,3.9
RF00001,4u53,7,3.3
RF00001,4v7v,BB,3.2891
RF00001,4v9j,DB,3.86
RF00001,5hcr,1B,2.8
RF00001,6gbz,B,3.8
RF00001,6vwn,3,3.4
RF00001,8jdl,E,2.42
RF00001,8vty,2B,2.6
RF00001,4wt8,Ds,3.4
RF00001,5doy,1B,2.6
RF00001,5hcp,1B,2.894
RF00001,5imq,E,3.8
RF00001,6z6j,C4,3.4
RF00001,7qep,2,2.7
RF00001,4u4r,3,2.801
RF00001,4w4g,YB,3.3
RF00001,5o61,B,3.31
RF00001,6gxo,B,3.9
RF00001,6i7v,CB,2.9
RF00001,6otr,RB,3.12
RF00001,6q9a,3,3.7
RF00001,6ysr,B,3.1
RF00001,7nhl,B,3.1
RF00001,8bjq,C4,3.8
RF00001,8glp,L7,1.67
RF00001,5czp,YB,3.2999592266
RF00001,5ibb,1J,2.96
RF00001,5mc6,BR,3.8
RF00001,6ztm,BB,3.3
RF00001,7nfx,7,3.2
RF00001,7uqz,3,2.44
RF00001,8g2a,2B,2.45
RF00001,8uvs,2B,2.75
RF00001,1kd1,B,3.0
RF00001,4ypb,RB,3.4
RF00001,6u48,CB,2.87
RF00001,6wnt,4,3.1
RF00001,7aqc,B,2.99
RF00001,7pwo,3,2.75
RF00001,4v54,BA,3.3
RF00001,4v5k,DB,3.2
RF00001,4yzv,RB,3.1
RF00001,6enu,B,3.1
RF00001,6gwt,B,3.8
RF00001,6n8m,B,3.5
RF00001,6o8w,B,3.53
RF00001,6ztj,BB,3.4
RF00001,7ohq,3,3.1
RF00001,7y7c,b,2.51
RF00001,8e48,J,2.27
RF00001,8k2c,L7,2.4
RF00001,4u3u,3,2.9
RF00001,4wf1,DB,3.09
RF00001,5we6,B,3.4
RF00001,6qul,B,3.0
RF00001,6s47,AB,3.28
RF00001,6y57,L7,3.5
RF00001,7azo,5SB,3.3
RF00001,7o80,B7,2.9
RF00001,7too,A5S,2.7
RF00001,8rxh,L8,2.93
RF00001,1vq6,9,2.7
RF00001,3ccj,9,3.3
RF00001,4u4y,3,3.2
RF00001,5mlc,B,3.6
RF00001,5nd8,B,3.7
RF00001,7nwt,3,2.66
RF00001,7u2h,1B,2.55
RF00001,8fc4,2B,2.45
RF00001,8q5i,3,2.45
RF00001,8t8b,2B,2.65
RF00001,4io9,Y,3.2
RF00001,4v97,BB,3.516
RF00001,6om7,E,3.7
RF00001,6orl,3,3.5
RF00001,6t83,Bb,4.0
RF00001,8rq2,B,2.44
RF00001,8rxx,L8,2.97
RF00001,8t8b,1B,2.65
RF00001,5we4,B,3.1
RF00001,6wd5,2,3.6
RF00001,7m4x,B,2.66
RF00001,8c94,B,3.8
RF00001,8ipd,3,3.2
RF00001,4lsk,RB,3.48000627319
RF00001,4uy8,B,3.8
RF00001,4v5s,DB,3.1
RF00001,4v8n,DB,3.1
RF00001,4v9j,BB,3.86
RF00001,4woi,BB,3.0
RF00001,6ha8,B,3.5
RF00001,7a01,d2,3.6
RF00001,7m4z,B,2.92
RF00001,7rqb,1B,2.45
RF00001,7ug6,3,2.9
RF00001,8g29,1B,2.55
RF00001,8g60,L7,2.54
RF00001,8ifc,b,2.9
RF00001,8jdj,E,2.5
RF00001,1q86,B,3.0
RF00001,1vqn,9,2.4
RF00001,1vy5,BB,2.55
RF00001,5lyb,7,3.25
RF00001,6oli,E,3.5
RF00001,6z6n,L7,2.9
RF00001,8e44,J,2.53
RF00001,8xsy,L7,3.0
RF00001,9bdl,A5S,2.8
RF00001,1vy4,DB,2.6
RF00001,3jcs,8,2.8
RF00001,4zsn,YB,3.6
RF00001,6n1d,A5S,3.2
RF00001,6r87,3,3.4
RF00001,6spd,B,3.28
RF00001,7mt7,B,2.71
RF00001,7oyc,71,2.4
RF00001,7q0f,3,2.64
RF00001,7s1k,J,2.42
RF00001,4u24,BB,2.9
RF00001,6b4v,C,3.4
RF00001,6pj6,J,2.2
RF00001,6rzz,x,3.2
RF00001,6y2l,L7,3.0
RF00001,7uvy,B,2.39
RF00001,8hfr,2f,2.64
RF00001,8jdm,E,2.67
RF00001,8qcq,B,2.3
RF00001,8vs9,5S,3.9
RF00001,1kc8,B,3.01
RF00001,1kqs,9,3.1
RF00001,4y4o,1B,2.3
RF00001,5jvg,Y,3.428
RF00001,5kcr,1B,3.6
RF00001,5t7v,C,3.6
RF00001,5uyk,02,3.9
RF00001,7jqm,1B,3.05
RF00001,7n1p,5,2.33
RF00001,4u1u,DB,2.95
RF00001,4v9d,CB,3.0
RF00001,4z8c,1B,2.9
RF00001,6nuo,RB,3.2
RF00001,7mdz,7,3.2
RF00001,8ap4,b,3.0
RF00001,8e46,J,2.32
RF00001,8evs,A3,2.62
RF00001,8fom,RB,3.58
RF00001,8ine,5,3.2
RF00001,5fcj,7,3.1
RF00001,6cfk,1B,2.7
RF00001,6olg,A4,3.4
RF00001,6otr,YB,3.12
RF00001,6v39,B,3.04
RF00001,6wdi,2,4.0
RF00001,6zme,L7,3.0
RF00001,6ztl,BB,3.5
RF00001,7lh5,DB,3.27
RF00001,8fc3,1B,2.6
RF00001,8oo0,3,3.1
RF00001,8t8c,2B,2.6
RF00001,3ccs,9,2.95
RF00001,4v7k,BB,3.6
RF00001,4ybb,DB,2.1
RF00001,6ip8,1B,3.9
RF00001,6q95,3,3.7
RF00001,6y69,B,2.86
RF00001,8a3d,B,1.67
RF00001,8brm,LE,3.33
RF00001,4ioa,Y,3.2
RF00001,4v5a,BB,3.5
RF00001,5ndv,7,3.3
RF00001,5nwy,O,2.9
RF00001,6ddd,2,3.1
RF00001,6dnc,C,3.7
RF00001,6nd6,1B,2.85
RF00001,6p5n,7,3.2
RF00001,6wnw,4,3.2
RF00001,7ttu,2,3.0
RF00001,1vvj,YB,3.44000111574
RF00001,3fwo,B,3.71
RF00001,4wq1,16,3.1
RF00001,5el7,1J,3.15
RF00001,6wdj,2,3.7
RF00001,6yhs,5,2.7
RF00001,7o1c,BB,2.6
RF00001,7of1,3,3.1
RF00001,8ev6,2B,2.946
RF00001,8vtw,2B,2.35
RF00001,3jbv,a,3.32
RF00001,4v83,DB,3.5
RF00001,4v8b,BB,3.0
RF00001,5j91,CB,2.96
RF00001,5jvh,Y,3.58
RF00001,6o90,B,3.49
RF00001,6wd4,2,3.7
RF00001,6xhw,1B,2.5
RF00001,7mt3,B,2.8
RF00001,7qv1,B,3.5
RF00001,8btr,LE,3.25
RF00001,8e32,J,2.35
RF00001,8ud7,1B,2.55
RF00001,8v9l,B,3.0
RF00001,4v9b,DB,3.1
RF00001,4w29,DB,3.8
RF00001,4wfb,Y,3.43
RF00001,5dc3,7,3.25
RF00001,6bz6,YB,3.18
RF00001,8vtu,1B,2.4
RF00001,1vql,9,2.3
RF00001,4v64,BA,3.5
RF00001,5el5,1J,3.15
RF00001,6ri5,x,3.3
RF00001,6wu9,B,2.9
RF00001,6xu8,A7,3.0
RF00001,6zmo,L7,3.1
RF00001,8bhf,B2,3.1
RF00001,8ekb,1B,2.7
RF00001,8fl6,L4,2.62
RF00001,8fzj,B,3.0
RF00001,1vy5,DB,2.55
RF00001,4lt8,RB,3.14000177152
RF00001,4v7r,D2,4.0
RF00001,5ib8,16,3.13
RF00001,6i0y,B,3.2
RF00001,6s0x,B,2.425
RF00001,6spb,B,2.82
RF00001,6uz7,7,3.6
RF00001,6wd0,2,3.0
RF00001,6ylh,3,3.1
RF00001,7m4w,B,2.55
RF00001,7tor,A5S,2.9
RF00001,7z20,a,2.29
RF00001,8cgv,b,1.66
RF00001,8e47,J,2.32
RF00001,8fle,L4,2.48
RF00001,8y0u,C4,3.59
RF00001,4u3m,7,3.0
RF00001,4v5g,BB,3.6
RF00001,5ib8,1J,3.13
RF00001,6nd6,2B,2.85
RF00001,6wda,2,3.8
RF00001,6wdb,2,4.0
RF00001,7qca,L70,2.79
RF00001,8akn,b,2.3
RF00001,8yoo,L7,2.0
RF00001,4v7l,BB,3.0
RF00001,4v7v,DB,3.2891
RF00001,4v8i,BB,2.7
RF00001,5hcp,2B,2.894
RF00001,5njt,V,3.8
RF00001,6qt0,x,3.4
RF00001,6xdq,d,3.7
RF00001,7ssn,2,3.2
RF00001,7uck,7,2.8
RF00001,8br8,LE,3.35
RF00001,8ifb,b,2.43
RF00001,8ifd,1B,2.59
RF00001,8t5h,A,3.3
RF00001,8uu8,B,3.1
RF00001,8uvs,1B,2.75
RF00001,4u1v,DB,3.0
RF00001,4u51,3,3.2
RF00001,4v9o,EB,2.9
RF00001,5jc9,DB,3.03
RF00001,5lzu,7,3.75
RF00001,5t5h,D,2.54
RF00001,6oj2,RB,3.2
RF00001,6s12,B,3.2
RF00001,6yef,B,3.2
RF00001,7o7z,B7,2.4
RF00001,7sa4,4,2.55
RF00001,7ssd,2,3.3
RF00001,8bqd,BR,3.9
RF00001,5kpw,28,3.9
RF00001,6o8x,B,3.68
RF00001,6s0z,B,2.3
RF00001,7asp,3,2.86
RF00001,7jql,2B,3.0
RF00001,8evq,A3,2.72
RF00001,8k2d,C4,3.2
RF00001,9f1c,B7,3.78
RF00001,2qa4,9,3.0
RF00001,3ccu,9,2.8
RF00001,3jbu,a,3.64
RF00001,7aqd,B,3.1
RF00001,7pzy,3,2.32
RF00001,7r81,B1,2.7
RF00001,7s1i,J,2.48
RF00001,8cg8,BB,2.57
RF00001,8fze,B,3.0
RF00001,8qpp,Y,3.4
RF00001,2zjp,Z,3.7
RF00001,4lsk,YB,3.48000627319
RF00001,4v8x,BB,3.35
RF00001,4v90,BB,2.95
RF00001,4wzo,16,3.3
RF00001,5dgf,3,3.3
RF00001,5hcq,2B,2.801
RF00001,7oig,3,3.2
RF00001,7p48,B,2.9
RF00001,7uqb,3,2.43
RF00001,7z3o,3,3.3
RF00001,8fon,YB,3.64
RF00001,8ud8,2B,2.6
RF00001,1yhq,9,2.4
RF00001,4v9p,CB,2.9
RF00001,4v9r,BB,3.0
RF00001,5i4l,3,3.1
RF00001,6wdk,2,3.6
RF00001,7jqm,2B,3.05
RF00001,7s1h,J,2.35
RF00001,7top,A5S,2.4
RF00001,8c90,B,3.15
RF00001,1w2b,9,3.5
RF00001,4lel,YB,3.90000024172
RF00001,4u4n,7,3.1
RF00001,4u50,3,3.2
RF00001,6gsk,1J,3.36
RF00001,6s13,B,3.58
RF00001,7msm,B,2.79
RF00001,7n8b,A3,3.05
RF00001,7oya,71,3.2
RF00001,7ryh,B,2.43
RF00001,7unu,B,2.9
RF00001,8cvj,2B,2.4
RF00001,8e36,J,2.38
RF00001,8fc6,1B,2.35
RF00001,8uvr,1B,2.6
RF00001,4u3n,3,3.2
RF00001,4u4r,7,2.801
RF00001,4v95,DB,3.2
RF00001,4xej,B5S,3.8
RF00001,6bz7,YB,3.68
RF00001,6enj,B,3.7
RF00001,6lkq,u,3.1
RF00001,6sv4,BR,3.3
RF00001,7m4y,B,2.5
RF00001,7uvz,B,2.21
RF00001,8aaf,h,2.5
RF00001,8vtx,1B,2.4
RF00001,1ffk,9,2.4
RF00001,1k9m,B,3.0
RF00001,4u4n,3,3.1
RF00001,6nwy,YB,3.5
RF00001,7msc,B,2.97
RF00001,8fl2,L4,2.67
RF00001,4wra,16,3.05
RF00001,5ndg,3,3.7
RF00001,6lsr,5,3.13
RF00001,6q97,3,3.9
RF00001,6xzb,B2,2.54
RF00001,7p3k,b,2.9
RF00001,7q0p,3,2.77
RF00001,8b2l,C3,2.2
RF00001,8g2a,1B,2.45
RF00001,3j7r,7,3.9
RF00001,4y4p,2B,2.5
RF00001,6enf,B,3.2
RF00001,6o3m,YB,3.97
RF00001,6szs,B,3.06
RF00001,7pjw,B,4.0
RF00001,8b0x,b,1.55
RF00001,5apn,7,3.91
RF00001,6lqm,5,3.09
RF00001,6rm3,L70,3.4
RF00001,7qv2,B,3.5
RF00001,7u2h,2B,2.55
RF00001,8fc1,2B,2.5
RF00001,8xz3,B,3.6
RF00001,3ccl,9,2.9
RF00001,4p70,YB,3.68
RF00001,5dge,7,3.45
RF00001,5lzs,7,3.31
RF00001,6o97,2B,2.75
RF00001,6vwm,3,3.4
RF00001,6zto,BB,3.0
RF00001,7p7u,B,3.1
RF00001,8cgn,BB,2.28
RF00001,8uu5,B,3.0
RF00001,1jj2,9,2.4
RF00001,3dll,Z,3.5
RF00001,3j92,7,3.6
RF00001,4u6f,7,3.1
RF00001,4v7s,DB,3.2547
RF00001,5ndk,16,2.95
RF00001,6ztp,BB,3.0
RF00001,8fzf,B,3.2
RF00001,8fzh,B,2.9
RF00001,8g29,2B,2.55
RF00001,4v5f,DB,3.6
RF00001,4v8n,BB,3.1
RF00001,5e7k,16,3.2
RF00001,6gxm,B,3.8
RF00001,6mtc,7,3.4
RF00001,7k55,2,3.3
RF00001,7pwg,3,2.75
RF00001,8ife,1B,2.57
RF00001,1vy4,BB,2.6
RF00001,4tua,RB,3.6
RF00001,4tuc,YB,3.6
RF00001,4u4u,3,3.0
RF00001,4v9n,BB,3.4
RF00001,4wr6,16,3.05
RF00001,4wt1,1J,3.05
RF00001,6hma,B,2.65
RF00001,7qws,7,3.4
RF00001,8fl9,L4,2.75
RF00001,8ovj,8,2.4
RF00001,8y0w,L7,3.4
RF00001,9bdn,A5S,3.1
RF00001,3i56,9,2.9
RF00001,4v7z,BB,3.1
RF00001,5lks,L7,3.6
RF00001,5uyn,02,4.0
RF00001,5v8i,2B,3.25
RF00001,6hhq,AS,3.10000049683
RF00001,6n9f,2B,3.7
RF00001,6t4q,C4,2.6
RF00001,8e33,J,2.23
RF00001,4v9h,BB,2.857
RF00001,4w2g,BB,2.55
RF00001,5el6,16,3.1
RF00001,6gsj,16,2.96
RF00001,6o8z,B,3.49
RF00001,6woo,7,2.9
RF00001,7otc,B,2.9
RF00001,7ug7,5,2.58
RF00001,8cgd,b,1.98
RF00005,5hc9,D,2.9
RF00005,3wfq,D,3.619
RF00005,6y2l,B4,3.0
RF00005,3ja1,S2,3.6
RF00005,3kfu,L,3.0
RF00005,4v5s,AY,3.1
RF00005,7top,APTN,2.4
RF00005,4v8u,CV,3.7
RF00005,4v8q,BV,3.1
RF00005,2det,C,3.4
RF00005,6wda,5,3.8
RF00005,7ka0,F,2.4
RF00005,4v8x,CW,3.35
RF00005,4v8d,AC,3.0
RF00005,6bok,D,3.55
RF00005,6om7,v,3.7
RF00005,2dxi,C,2.2
RF00005,6zsa,XB,4.0
RF00005,6zm5,x,2.89
RF00005,5gak,A,3.88
RF00005,3epj,F,3.1
RF00005,6bz8,XV,3.74
RF00005,3l0u,A,3.0
RF00005,2zxu,C,2.75
RF00005,7vnv,A,1.9
RF00005,6oxa,XW,3.25
RF00005,4y4p,2y,2.5
RF00005,2cv1,D,2.41
RF00005,1vy4,AX,2.6
RF00005,7oid,B,3.7
RF00005,4v67,AZ,3.0
RF00005,2zm5,D,2.55
RF00005,4wq1,1K,3.1
RF00005,6t83,8,4.0
RF00005,5j4b,2x,2.6
RF00005,7lh5,AV,3.27
RF00005,7k51,6,3.5
RF00005,4wpo,DY,2.8
RF00005,6c5l,AW,3.2
RF00005,7jqm,2x,3.05
RF00005,1n77,C,2.4
RF00005,4w2h,AY,2.7
RF00005,6zj3,S3,3.15
RF00005,4v5f,CV,3.6
RF00005,1f7u,B,2.2
RF00005,1g59,D,2.4
RF00005,6wd5,6,3.6
RF00005,7nhl,D,3.1
RF00005,7rq8,2w,2.5
RF00005,6otr,XV,3.12
RF00005,2du3,D,2.6
RF00005,4v8u,AV,3.7
RF00005,7unw,v,2.6
RF00005,7ssw,5,3.8
RF00005,1ob5,F,3.1
RF00005,4v8x,CV,3.35
RF00005,5j4c,1y,2.8
RF00005,7a5k,B3,3.7
RF00005,7k54,5,3.2
RF00005,6wdj,6,3.7
RF00005,6sv4,nc,3.3
RF00005,6gb2,BB,3.2
RF00005,7pjy,w,3.1
RF00005,6o97,2x,2.75
RF00005,5w4k,2w,2.7
RF00005,2d6f,F,3.15
RF00005,4v7l,AW,3.0
RF00005,4wra,1L,3.05
RF00005,3q1q,C,3.8
RF00005,7rq9,2x,2.6
RF00005,5uq7,z,3.5
RF00005,7rq8,2y,2.5
RF00005,5w4k,1w,2.7
RF00005,4lel,XV,3.90000024172
RF00005,7a5i,99,3.7
RF00005,4w2h,CY,2.7
RF00005,6zj3,S2,3.15
RF00005,3jah,2,3.45
RF00005,3a2k,D,3.65
RF00005,4v9k,CW,3.5
RF00005,6olz,Bv,3.9
RF00005,6xdq,A,3.7
RF00005,7azo,ASIA,3.3
