sequence_id,cluster_id
6OMV_1_G_A,546
6T2C_1_V_A,547
7KI3_1_C_A,548
8EXY_1_R_A,549
8KGF_1_G_A,550
8P4F_1_P_A,551
8R3V_1_71_A,552
9BCT_1_7_A,553
430D_1_A_A,554
4TUW_1_C_A,555
6KWR_1_B_A,556
7ADD_1_R_A,557
7RGU_1_F_A,558
6TED_1_P_A,559
7YCX_1_c_A,559
8A3Y_1_P_A,559
8P4B_1_P_A,559
8FZA_1_B_A,560
6WPI_1_C_A,561
6Y0T_1_B_A,562
3S8U_1_A_A,563
6ZXZ_1_B_A,563
4NXH_1_A_A,564
4X4V_1_D_A,565
5MWI_1_A_A,566
6IV6_1_G_A,567
6P7N_1_B_A,568
6YMC_1_B_A,569
8D49_1_B_A,570
8DVS_1_B_A,571
8F5G_1_F_A,572
8S8J_1_3_A,573
6DU5_1_B_A,574
6F4G_1_F_A,575
6KL9_1_G_A,576
6MUU_1_G_A,577
6T0U_1_V_A,578
6T0W_1_V_A,578
6YL5_1_C_A,579
7YFY_1_B_A,580
8PVV_1_R_A,581
3NVI_1_F_A,582
4Z7K_1_C_A,583
5UDZ_1_V_A,584
6BSJ_1_R_A,585
6H9I_1_C_A,586
6IQW_1_I_A,587
5F9H_1_B_A,588
5UZ6_1_E_A,589
5V9Z_1_A_A,589
6BMD_1_E_A,589
6FSZ_1_2_A,590
7AJU_1_EA_A,590
7VFT_1_A_A,591
5JBG_1_X_A,592
6E7L_1_A_A,593
6F4H_1_B_A,594
6KYV_1_K_A,595
7EDN_1_A_A,596
7PLI_1_L_A,597
7QI4_1_Aw_A,598
8G5M_1_R_A,599
8JL0_1_C_A,600
5OIK_1_P_A,601
8YFQ_1_P_A,601
5F5H_1_D_A,602
6ASX_1_R_A,603
6BJV_1_C_A,604
6BJV_1_D_A,604
7OPC_1_P_A,605
8P6P_1_Y_A,606
8P7X_1_Y_A,606
8J8H_1_E_A,607
8QLP_1_C_A,607
8Y80_1_C_A,608
9AUR_1_R_A,609
9DR1_1_R_A,610
3J6B_1_e_A,611
5F5F_1_H_A,612
6VRD_1_B_A,613
6YFT_1_SV_A,614
7NQ4_1_C_A,615
7XSZ_1_P_A,616
8OVJ_1_S4_A,617
9DN4_1_E_A,618
