file_name,nan_count,shape,n_residues_with_nan
6GQB_1_2.npy,0,"(1776, 7, 3)",0
6OLI_1_E.npy,0,"(119, 7, 3)",0
6X2N_1_R.npy,0,"(9, 7, 3)",0
5VYC_1_i1.npy,63,"(1742, 7, 3)",21
7P7T_1_a.npy,0,"(1521, 7, 3)",0
6GOV_1_R.npy,0,"(48, 7, 3)",0
5O69_1_B.npy,6,"(35, 7, 3)",1
8BGE_1_0.npy,0,"(2758, 7, 3)",0
5NDI_1_D.npy,0,"(19, 7, 3)",0
6R9Q_1_B.npy,0,"(4, 7, 3)",0
7UIM_1_B.npy,15,"(541, 7, 3)",5
8T6X_1_B.npy,0,"(96, 7, 3)",0
6AZ3_1_2.npy,6,"(1040, 7, 3)",2
7N1P_1_23.npy,0,"(2882, 7, 3)",0
8AXA_1_B.npy,3,"(235, 7, 3)",1
7V4G_1_D.npy,0,"(3, 7, 3)",0
3CW6_1_A.npy,0,"(72, 7, 3)",0
9CBU_1_N.npy,0,"(387, 7, 3)",0
7Z4E_1_A.npy,0,"(88, 7, 3)",0
6NDK_1_RA.npy,3,"(2859, 7, 3)",1
5LZS_1_3.npy,0,"(75, 7, 3)",0
7ADD_1_R.npy,0,"(28, 7, 3)",0
8GZR_1_C.npy,0,"(33, 7, 3)",0
7UXA_1_E.npy,6,"(78, 7, 3)",1
6AHU_1_T.npy,0,"(72, 7, 3)",0
6QX9_1_4.npy,3,"(125, 7, 3)",1
8G4S_1_i.npy,0,"(75, 7, 3)",0
8RCT_1_Y.npy,0,"(72, 7, 3)",0
5I9D_1_B.npy,3,"(11, 7, 3)",1
6SWC_1_4.npy,0,"(71, 7, 3)",0
8RXX_1_L5.npy,0,"(122, 7, 3)",0
1B23_1_R.npy,0,"(66, 7, 3)",0
8CX2_1_L.npy,0,"(9, 7, 3)",0
7ACR_1_2.npy,6,"(1523, 7, 3)",2
4KRE_1_R.npy,3,"(11, 7, 3)",1
4V8H_1_CA.npy,0,"(1497, 7, 3)",0
7QCA_1_S60.npy,0,"(1354, 7, 3)",0
7QV2_1_a.npy,0,"(1545, 7, 3)",0
4V8I_1_CA.npy,0,"(1491, 7, 3)",0
5ND9_1_a.npy,0,"(1541, 7, 3)",0
7S38_1_R.npy,0,"(87, 7, 3)",0
8HUD_1_B.npy,0,"(72, 7, 3)",0
6OPE_1_QY.npy,0,"(75, 7, 3)",0
6WDR_1_2.npy,0,"(1647, 7, 3)",0
6WRU_1_2.npy,0,"(112, 7, 3)",0
8WT7_1_E.npy,0,"(59, 7, 3)",0
6YDP_1_AV.npy,0,"(71, 7, 3)",0
4V83_1_AA.npy,0,"(1506, 7, 3)",0
4QYZ_1_L.npy,0,"(55, 7, 3)",0
8OVJ_1_S1.npy,0,"(1708, 7, 3)",0
9FMD_1_2.npy,0,"(120, 7, 3)",0
4V83_1_AV.npy,3,"(35, 7, 3)",1
8T29_1_R.npy,0,"(90, 7, 3)",0
7N1P_1_Pt.npy,0,"(67, 7, 3)",0
7L08_1_AA.npy,18,"(944, 7, 3)",1
8W35_1_C.npy,0,"(34, 7, 3)",0
8ANY_1_Ax.npy,0,"(70, 7, 3)",0
1VY4_1_DA.npy,0,"(2800, 7, 3)",0
6BJV_1_D.npy,0,"(21, 7, 3)",0
8I0W_1_6.npy,72,"(70, 7, 3)",24
7S9U_1_A.npy,0,"(2436, 7, 3)",0
4Z92_1_D.npy,0,"(6, 7, 3)",0
6G4S_1_2.npy,4839,"(1613, 7, 3)",1612
9AXT_1_B4.npy,0,"(157, 7, 3)",0
7ANE_1_1.npy,0,"(1084, 7, 3)",0
8S1P_1_a.npy,0,"(69, 7, 3)",0
7VYX_1_C.npy,0,"(103, 7, 3)",0
4X0B_1_B.npy,0,"(77, 7, 3)",0
3JBU_1_v.npy,0,"(76, 7, 3)",0
3JB9_1_C.npy,0,"(105, 7, 3)",0
6R47_1_A.npy,0,"(49, 7, 3)",0
6GTF_1_B.npy,0,"(29, 7, 3)",0
9E6Q_1_2.npy,0,"(129, 7, 3)",0
7N3P_1_B.npy,0,"(229, 7, 3)",0
7Q08_1_A.npy,0,"(1692, 7, 3)",0
8PVK_1_C1.npy,0,"(3104, 7, 3)",0
8HKZ_1_A23S.npy,0,"(2996, 7, 3)",0
6VRB_1_B.npy,0,"(52, 7, 3)",0
7OFZ_1_C.npy,0,"(19, 7, 3)",0
9B0L_1_C.npy,9,"(117, 7, 3)",3
7OIB_1_A.npy,0,"(1092, 7, 3)",0
5V3F_1_B.npy,0,"(19, 7, 3)",0
4RGF_1_C.npy,6,"(54, 7, 3)",2
7UBM_1_R.npy,0,"(11, 7, 3)",0
9GMO_1_A.npy,0,"(3274, 7, 3)",0
8G5Y_1_S2.npy,24,"(1595, 7, 3)",8
8QBL_1_M.npy,0,"(58, 7, 3)",0
4U4O_1_6.npy,0,"(1791, 7, 3)",0
6GSJ_1_14.npy,0,"(2811, 7, 3)",0
6OT3_1_5.npy,0,"(71, 7, 3)",0
8TPU_1_SA.npy,63,"(1608, 7, 3)",21
7ABF_1_6.npy,0,"(65, 7, 3)",0
6L1W_1_C.npy,0,"(6, 7, 3)",0
4UJC_1_C1.npy,0,"(1742, 7, 3)",0
6R6P_1_K.npy,0,"(1698, 7, 3)",0
8H6L_1_5A.npy,0,"(115, 7, 3)",0
4V6G_1_CB.npy,0,"(65, 7, 3)",0
2XNZ_1_A.npy,0,"(65, 7, 3)",0
8HU1_1_X.npy,0,"(65, 7, 3)",0
7R6N_1_A.npy,0,"(354, 7, 3)",0
5EL6_1_1L.npy,0,"(68, 7, 3)",0
6E82_1_A.npy,0,"(36, 7, 3)",0
8R0S_1_C.npy,0,"(17, 7, 3)",0
7LMB_1_B.npy,0,"(151, 7, 3)",0
3SUH_1_X.npy,0,"(100, 7, 3)",0
8PHJ_1_A.npy,0,"(1492, 7, 3)",0
5UD5_1_D.npy,0,"(72, 7, 3)",0
3ZJV_1_B.npy,0,"(84, 7, 3)",0
8K15_1_C.npy,0,"(470, 7, 3)",0
7ZUX_1_2.npy,0,"(1769, 7, 3)",0
4ZNP_1_B.npy,0,"(66, 7, 3)",0
2C4R_1_R.npy,0,"(10, 7, 3)",0
6OGY_1_N.npy,0,"(4, 7, 3)",0
4V5E_1_DA.npy,0,"(2886, 7, 3)",0
7NSI_1_BB.npy,0,"(67, 7, 3)",0
8RG0_1_A.npy,0,"(121, 7, 3)",0
6CHR_1_A.npy,18,"(621, 7, 3)",1
8CWO_1_Y.npy,0,"(10, 7, 3)",0
5JS1_1_B.npy,0,"(10, 7, 3)",0
9EY0_1_T.npy,0,"(65, 7, 3)",0
5IWA_1_A.npy,0,"(1509, 7, 3)",0
3B4C_1_B.npy,3,"(121, 7, 3)",1
4X4N_1_G.npy,0,"(18, 7, 3)",0
4V71_1_A1.npy,0,"(70, 7, 3)",0
8UB7_1_G.npy,0,"(13, 7, 3)",0
8IUO_1_F.npy,0,"(35, 7, 3)",0
6D9L_1_H.npy,0,"(18, 7, 3)",0
8DG5_1_E.npy,0,"(50, 7, 3)",0
8P4D_1_P.npy,0,"(19, 7, 3)",0
8ANY_1_Ay.npy,0,"(70, 7, 3)",0
7Y7R_1_F.npy,3,"(5, 7, 3)",1
7A01_1_E1.npy,0,"(153, 7, 3)",0
5XWG_1_A.npy,0,"(14, 7, 3)",0
6UFG_1_A.npy,0,"(160, 7, 3)",0
9DTT_1_B.npy,0,"(67, 7, 3)",0
4V4J_1_2.npy,0,"(75, 7, 3)",0
7XJG_1_H.npy,0,"(58, 7, 3)",0
8WZC_1_D.npy,0,"(5, 7, 3)",0
8Q4F_1_A.npy,0,"(1512, 7, 3)",0
8RDV_1_D8.npy,0,"(115, 7, 3)",0
8C8Z_1_A.npy,0,"(2205, 7, 3)",0
6T0W_1_V.npy,0,"(25, 7, 3)",0
8CBJ_1_2.npy,0,"(1767, 7, 3)",0
7Z4D_1_A.npy,0,"(75, 7, 3)",0
8T6Y_1_B.npy,0,"(88, 7, 3)",0
7UR5_1_y.npy,0,"(90, 7, 3)",0
9CG5_1_Z.npy,0,"(75, 7, 3)",0
7NAF_1_1.npy,0,"(374, 7, 3)",0
7U2J_1_1y.npy,0,"(70, 7, 3)",0
7ASO_1_Y.npy,6,"(2720, 7, 3)",2
8EY6_1_B.npy,0,"(4, 7, 3)",0
8P09_1_1.npy,0,"(74, 7, 3)",0
5XXB_1_3.npy,0,"(118, 7, 3)",0
9DFC_1_1w.npy,0,"(67, 7, 3)",0
8RXX_1_L4.npy,0,"(183, 7, 3)",0
8PJ5_1_7.npy,0,"(56, 7, 3)",0
7NDJ_1_C.npy,0,"(6, 7, 3)",0
5WWT_1_D.npy,0,"(71, 7, 3)",0
5ELR_1_B.npy,0,"(5, 7, 3)",0
7P7T_1_D.npy,0,"(76, 7, 3)",0
7S3H_1_R.npy,0,"(30, 7, 3)",0
5OT7_1_3.npy,0,"(10, 7, 3)",0
5XLO_1_K.npy,0,"(38, 7, 3)",0
3ZC0_1_M.npy,18,"(15, 7, 3)",1
8BSI_1_LE.npy,0,"(115, 7, 3)",0
3J9Z_1_SA.npy,0,"(1542, 7, 3)",0
6AZ3_1_5.npy,0,"(97, 7, 3)",0
3J9Z_1_S7.npy,0,"(74, 7, 3)",0
6D95_1_H.npy,0,"(18, 7, 3)",0
7U2J_1_2w.npy,0,"(68, 7, 3)",0
7XYA_1_R.npy,0,"(10, 7, 3)",0
8AGX_1_x.npy,0,"(73, 7, 3)",0
4NXH_1_A.npy,0,"(26, 7, 3)",0
6BY1_1_BA.npy,0,"(1541, 7, 3)",0
5HR6_1_C.npy,0,"(68, 7, 3)",0
7LYJ_1_A.npy,0,"(66, 7, 3)",0
6FSZ_1_2.npy,36,"(23, 7, 3)",12
8SNY_1_T.npy,0,"(8, 7, 3)",0
8WAW_1_Z.npy,0,"(11, 7, 3)",0
5V9Z_1_A.npy,0,"(23, 7, 3)",0
6XHW_1_2w.npy,0,"(64, 7, 3)",0
9CG5_1_X.npy,0,"(9, 7, 3)",0
5D8B_1_ZC.npy,0,"(2879, 7, 3)",0
4V63_1_CA.npy,0,"(1504, 7, 3)",0
6NWY_1_XV.npy,0,"(76, 7, 3)",0
8C96_1_A.npy,0,"(1475, 7, 3)",0
9D7S_1_2v.npy,0,"(13, 7, 3)",0
4WR6_1_1K.npy,0,"(78, 7, 3)",0
5T2A_1_B.npy,0,"(1064, 7, 3)",0
6OWL_1_A.npy,0,"(9, 7, 3)",0
8UHG_1_P.npy,0,"(15, 7, 3)",0
3ADC_1_C.npy,0,"(88, 7, 3)",0
8UBB_1_I.npy,0,"(122, 7, 3)",0
7Y7R_1_D.npy,3,"(7, 7, 3)",1
8IEW_1_B.npy,0,"(36, 7, 3)",0
7UVX_1_A.npy,0,"(2703, 7, 3)",0
8BF9_1_8.npy,0,"(98, 7, 3)",0
4V4T_1_AA.npy,3,"(1515, 7, 3)",1
6O90_1_a.npy,0,"(1528, 7, 3)",0
4V6A_1_DA.npy,0,"(2777, 7, 3)",0
6PPP_1_A.npy,18,"(6, 7, 3)",1
6Q98_1_4.npy,0,"(363, 7, 3)",0
6TBV_1_PTR1.npy,0,"(69, 7, 3)",0
8OI5_1_CM.npy,0,"(1778, 7, 3)",0
8XI2_1_H.npy,0,"(40, 7, 3)",0
7X74_1_Q.npy,0,"(5, 7, 3)",0
8WUS_1_B.npy,0,"(115, 7, 3)",0
8THQ_1_S.npy,0,"(8, 7, 3)",0
8UUA_1_A.npy,0,"(2894, 7, 3)",0
8RCL_1_W1.npy,0,"(31, 7, 3)",0
6ASX_1_R.npy,0,"(21, 7, 3)",0
7EAF_1_A.npy,0,"(94, 7, 3)",0
7A9W_1_B.npy,0,"(16, 7, 3)",0
4W2H_1_AA.npy,0,"(1497, 7, 3)",0
6XMG_1_C.npy,0,"(130, 7, 3)",0
7EQJ_1_B.npy,0,"(75, 7, 3)",0
6UVN_1_M.npy,15,"(60, 7, 3)",1
9C3I_1_A.npy,0,"(70, 7, 3)",0
5K36_1_M.npy,0,"(7, 7, 3)",0
7PNW_1_A.npy,0,"(950, 7, 3)",0
8B7Y_1_I.npy,0,"(2880, 7, 3)",0
8DZK_1_F.npy,15,"(4, 7, 3)",1
4V89_1_AV.npy,0,"(6, 7, 3)",0
9E6Q_1_1.npy,0,"(2777, 7, 3)",0
6JDV_1_B.npy,0,"(143, 7, 3)",0
7PJZ_1_w.npy,0,"(69, 7, 3)",0
8FON_1_RA.npy,0,"(2881, 7, 3)",0
6LAS_1_B.npy,0,"(55, 7, 3)",0
7ABZ_1_7.npy,0,"(68, 7, 3)",0
8JOZ_1_B.npy,0,"(79, 7, 3)",0
7L48_1_E.npy,0,"(144, 7, 3)",0
6IS0_1_C.npy,0,"(1, 7, 3)",0
6AR5_1_B.npy,0,"(14, 7, 3)",0
8HNT_1_B.npy,0,"(102, 7, 3)",0
4WQU_1_BA.npy,0,"(1495, 7, 3)",0
4XW1_1_C.npy,0,"(8, 7, 3)",0
4V7J_1_BA.npy,0,"(2848, 7, 3)",0
4AM3_1_I.npy,18,"(1, 7, 3)",1
5IY9_1_Z.npy,0,"(6, 7, 3)",0
8FL3_1_L4.npy,0,"(117, 7, 3)",0
9GMO_1_B.npy,0,"(118, 7, 3)",0
7M4V_1_A.npy,0,"(2717, 7, 3)",0
8P8B_1_Y.npy,0,"(9, 7, 3)",0
5DA6_1_A.npy,0,"(32, 7, 3)",0
9GMO_1_C.npy,0,"(145, 7, 3)",0
6C6S_1_R.npy,0,"(10, 7, 3)",0
7NFX_1_1.npy,0,"(249, 7, 3)",0
6ZMT_1_2.npy,0,"(1569, 7, 3)",0
1I9V_1_A.npy,3,"(74, 7, 3)",1
6IQW_1_I.npy,0,"(24, 7, 3)",0
7ABF_1_5.npy,0,"(58, 7, 3)",0
1GRZ_1_A.npy,0,"(247, 7, 3)",0
4G0A_1_F.npy,18,"(3, 7, 3)",1
4V9N_1_BA.npy,0,"(2789, 7, 3)",0
6ZQC_1_D4.npy,0,"(230, 7, 3)",0
6UV2_1_C.npy,15,"(8, 7, 3)",1
7PJZ_1_a.npy,0,"(1529, 7, 3)",0
8J8H_1_E.npy,0,"(20, 7, 3)",0
8J1Z_1_a.npy,0,"(2501, 7, 3)",0
8JL0_1_C.npy,0,"(22, 7, 3)",0
9ASN_1_E.npy,3,"(97, 7, 3)",1
6DLT_1_A.npy,0,"(105, 7, 3)",0
6LQS_1_SA.npy,0,"(1249, 7, 3)",0
5E7K_1_1G.npy,0,"(1507, 7, 3)",0
7TTU_1_1.npy,27,"(2684, 7, 3)",9
7MJW_1_G.npy,0,"(12, 7, 3)",0
6GZ4_1_B1.npy,0,"(1708, 7, 3)",0
4ZNP_1_A.npy,0,"(73, 7, 3)",0
5K36_1_L.npy,0,"(17, 7, 3)",0
7ONU_1_T.npy,0,"(66, 7, 3)",0
7AOE_1_R.npy,0,"(7, 7, 3)",0
6KYV_1_K.npy,0,"(22, 7, 3)",0
4V88_1_A6.npy,0,"(1769, 7, 3)",0
6WJR_1_X.npy,0,"(111, 7, 3)",0
7NSH_1_BA.npy,0,"(1544, 7, 3)",0
7C7A_1_A.npy,0,"(330, 7, 3)",0
7YEX_1_B.npy,0,"(4, 7, 3)",0
5V8I_1_1B.npy,0,"(118, 7, 3)",0
7UQ6_1_B.npy,0,"(85, 7, 3)",0
4X4N_1_D.npy,3,"(31, 7, 3)",1
1A9N_1_Q.npy,0,"(24, 7, 3)",0
4V8D_1_DA.npy,0,"(2907, 7, 3)",0
5GAK_1_B.npy,0,"(77, 7, 3)",0
5WF0_1_y.npy,0,"(67, 7, 3)",0
4V8E_1_DA.npy,0,"(1502, 7, 3)",0
6P4H_1_1.npy,0,"(203, 7, 3)",0
8OI5_1_AS.npy,0,"(3065, 7, 3)",0
6N5T_1_A.npy,0,"(125, 7, 3)",0
8URW_1_R.npy,3,"(14, 7, 3)",1
6C4H_1_A.npy,0,"(619, 7, 3)",0
7UNR_1_B.npy,0,"(117, 7, 3)",0
5EN1_1_B.npy,0,"(7, 7, 3)",0
6PMJ_1_3.npy,0,"(2, 7, 3)",0
7Z3N_1_2.npy,0,"(1772, 7, 3)",0
5DGE_1_2.npy,0,"(1781, 7, 3)",0
7YND_1_B.npy,0,"(38, 7, 3)",0
8VT5_1_A.npy,9,"(59, 7, 3)",3
3T5N_1_C.npy,0,"(6, 7, 3)",0
7WIB_1_V.npy,0,"(49, 7, 3)",0
8A98_1_6.npy,3,"(71, 7, 3)",1
7KAB_1_C.npy,0,"(66, 7, 3)",0
8PVV_1_R.npy,0,"(25, 7, 3)",0
8FC6_1_1A.npy,0,"(2860, 7, 3)",0
7N2U_1_Pt.npy,0,"(67, 7, 3)",0
8TDV_1_K.npy,0,"(7, 7, 3)",0
1DK1_1_B.npy,0,"(57, 7, 3)",0
8KI7_1_B.npy,0,"(9, 7, 3)",0
7VNV_1_B.npy,0,"(61, 7, 3)",0
5MRC_1_A.npy,18,"(2709, 7, 3)",6
6BY1_1_BW.npy,0,"(76, 7, 3)",0
2JA8_1_P.npy,0,"(10, 7, 3)",0
4LX6_1_A.npy,0,"(71, 7, 3)",0
6XHV_1_2A.npy,0,"(2788, 7, 3)",0
4V9Q_1_CA.npy,0,"(2832, 7, 3)",0
4W2F_1_CA.npy,0,"(1503, 7, 3)",0
8AGX_1_y.npy,0,"(72, 7, 3)",0
7QGR_1_u.npy,0,"(73, 7, 3)",0
5Z9X_1_R.npy,0,"(9, 7, 3)",0
4U8T_1_O.npy,0,"(6, 7, 3)",0
7PDV_1_F.npy,3,"(7, 7, 3)",1
9FMD_1_EX.npy,0,"(14, 7, 3)",0
6AZ3_1_4.npy,0,"(182, 7, 3)",0
8ZYD_1_C.npy,0,"(72, 7, 3)",0
8HK1_1_H.npy,6,"(148, 7, 3)",2
5LJ3_1_U.npy,0,"(141, 7, 3)",0
6K4S_1_A.npy,0,"(80, 7, 3)",0
4V4F_1_A3.npy,18,"(4, 7, 3)",1
8A40_1_P.npy,0,"(14, 7, 3)",0
8OPT_1_D.npy,0,"(54, 7, 3)",0
7Y80_1_B.npy,0,"(35, 7, 3)",0
8OO0_1_2.npy,0,"(1764, 7, 3)",0
6VWM_1_5.npy,0,"(76, 7, 3)",0
8UBE_1_G.npy,0,"(11, 7, 3)",0
7S4U_1_B.npy,0,"(97, 7, 3)",0
5XXU_1_2.npy,0,"(1619, 7, 3)",0
8TJX_1_N.npy,0,"(365, 7, 3)",0
8QP8_1_5.npy,0,"(71, 7, 3)",0
8D2O_1_B.npy,0,"(87, 7, 3)",0
6KUG_1_B.npy,0,"(4, 7, 3)",0
4WZD_1_13.npy,0,"(1499, 7, 3)",0
8APO_1_A1.npy,0,"(109, 7, 3)",0
8IT1_1_H.npy,0,"(21, 7, 3)",0
7BV8_1_A.npy,0,"(2897, 7, 3)",0
5GUH_1_B.npy,0,"(7, 7, 3)",0
8PTG_1_R.npy,0,"(15, 7, 3)",0
5ZET_1_A.npy,0,"(3102, 7, 3)",0
5KPV_1_27.npy,0,"(2903, 7, 3)",0
4WJ3_1_T.npy,0,"(76, 7, 3)",0
7ZAG_1_2.npy,0,"(1429, 7, 3)",0
5XON_1_P.npy,0,"(16, 7, 3)",0
4V8N_1_CV.npy,0,"(77, 7, 3)",0
7D80_1_X.npy,0,"(65, 7, 3)",0
6FYX_1_2.npy,42,"(1768, 7, 3)",14
6C65_1_C.npy,18,"(35, 7, 3)",1
4WQF_1_CA.npy,0,"(2848, 7, 3)",0
6ZJ3_1_LO.npy,0,"(120, 7, 3)",0
3OIN_1_C.npy,0,"(14, 7, 3)",0
6YWX_1_bb.npy,0,"(61, 7, 3)",0
5MMI_1_A.npy,0,"(2798, 7, 3)",0
8PVL_1_C1.npy,0,"(3044, 7, 3)",0
5OB3_1_A.npy,0,"(69, 7, 3)",0
8FZR_1_R.npy,0,"(77, 7, 3)",0
4V5P_1_AY.npy,0,"(67, 7, 3)",0
5T5H_1_B.npy,0,"(910, 7, 3)",0
5ZQ0_1_B.npy,0,"(7, 7, 3)",0
6E8T_1_D.npy,0,"(35, 7, 3)",0
2ZH8_1_B.npy,0,"(34, 7, 3)",0
6Z6M_1_CC.npy,0,"(85, 7, 3)",0
4WC5_1_B.npy,0,"(74, 7, 3)",0
6HBX_1_A.npy,0,"(17, 7, 3)",0
6GSL_1_3K.npy,0,"(73, 7, 3)",0
5HAU_1_1A.npy,0,"(2872, 7, 3)",0
8RKT_1_1.npy,0,"(246, 7, 3)",0
3V74_1_B.npy,0,"(11, 7, 3)",0
6G63_1_B.npy,0,"(23, 7, 3)",0
8GWB_1_M.npy,0,"(2, 7, 3)",0
8OVA_1_BH.npy,0,"(119, 7, 3)",0
6XUS_1_A.npy,0,"(11, 7, 3)",0
6OY7_1_I.npy,0,"(5, 7, 3)",0
5WEA_1_B.npy,9,"(8, 7, 3)",1
8CGD_1_a.npy,0,"(2724, 7, 3)",0
6WUA_1_a.npy,0,"(402, 7, 3)",0
7NHK_1_D.npy,0,"(74, 7, 3)",0
6OMV_1_G.npy,0,"(29, 7, 3)",0
3CCE_1_0.npy,24,"(2749, 7, 3)",8
5IB7_1_1L.npy,0,"(66, 7, 3)",0
6SGC_1_33.npy,0,"(64, 7, 3)",0
7QQW_1_A.npy,15,"(81, 7, 3)",1
8EHI_1_R.npy,0,"(10, 7, 3)",0
5W1I_1_D.npy,36,"(39, 7, 3)",2
5XWY_1_B.npy,0,"(51, 7, 3)",0
7D2L_1_B.npy,0,"(43, 7, 3)",0
8ISS_1_E.npy,6,"(80, 7, 3)",1
5ZTM_1_C.npy,0,"(48, 7, 3)",0
6T0U_1_V.npy,0,"(23, 7, 3)",0
6ZDQ_1_C.npy,0,"(65, 7, 3)",0
8AXB_1_B.npy,0,"(230, 7, 3)",0
8C8X_1_A.npy,0,"(2705, 7, 3)",0
6S12_1_A.npy,3,"(2905, 7, 3)",1
6BGB_1_C.npy,0,"(15, 7, 3)",0
8QZ8_1_V.npy,0,"(33, 7, 3)",0
6OW3_1_I.npy,0,"(3, 7, 3)",0
6F4G_1_F.npy,0,"(25, 7, 3)",0
6ZN5_1_2.npy,0,"(1671, 7, 3)",0
6UQ3_1_R.npy,0,"(10, 7, 3)",0
8EXY_1_R.npy,0,"(29, 7, 3)",0
8P4F_1_P.npy,0,"(29, 7, 3)",0
5U30_1_B.npy,0,"(99, 7, 3)",0
3JCR_1_M.npy,1836,"(103, 7, 3)",102
6GSL_1_14.npy,0,"(2895, 7, 3)",0
3PDR_1_A.npy,0,"(161, 7, 3)",0
4WSM_1_2K.npy,0,"(73, 7, 3)",0
8Q7N_1_Z.npy,0,"(31, 7, 3)",0
6R5Q_1_2.npy,0,"(76, 7, 3)",0
3T5Q_1_F.npy,0,"(8, 7, 3)",0
4V9I_1_AY.npy,0,"(75, 7, 3)",0
9AUR_1_R.npy,0,"(21, 7, 3)",0
6LKQ_1_t.npy,0,"(2850, 7, 3)",0
4CE4_1_A.npy,0,"(1437, 7, 3)",0
4V47_1_A9.npy,1926,"(108, 7, 3)",107
8H6J_1_5A.npy,0,"(114, 7, 3)",0
7OJN_1_D.npy,12,"(12, 7, 3)",1
6ZJ3_1_LN.npy,0,"(78, 7, 3)",0
5UZ6_1_E.npy,0,"(23, 7, 3)",0
4RC0_1_A.npy,0,"(10, 7, 3)",0
6EEN_1_F.npy,0,"(9, 7, 3)",0
3IRW_1_R.npy,0,"(90, 7, 3)",0
4V8N_1_CW.npy,0,"(78, 7, 3)",0
7R6L_1_A.npy,0,"(343, 7, 3)",0
7OI0_1_A.npy,0,"(963, 7, 3)",0
8PH9_1_R.npy,0,"(15, 7, 3)",0
8P7X_1_Y.npy,0,"(21, 7, 3)",0
6DMV_1_B.npy,0,"(4, 7, 3)",0
6N9E_1_2w.npy,0,"(2, 7, 3)",0
6E80_1_A.npy,0,"(35, 7, 3)",0
8YGJ_1_B.npy,0,"(136, 7, 3)",0
5OSG_1_2.npy,15,"(88, 7, 3)",5
6I1L_1_B.npy,0,"(40, 7, 3)",0
8I54_1_B.npy,0,"(33, 7, 3)",0
5KL8_1_C.npy,0,"(11, 7, 3)",0
6DT8_1_D.npy,0,"(6, 7, 3)",0
7NKX_1_P.npy,0,"(16, 7, 3)",0
7L20_1_A.npy,18,"(1527, 7, 3)",1
6TMF_1_A.npy,0,"(1485, 7, 3)",0
8RXX_1_S3.npy,0,"(71, 7, 3)",0
8PSQ_1_V.npy,0,"(13, 7, 3)",0
5B2R_1_A.npy,0,"(81, 7, 3)",0
8W2O_1_R.npy,0,"(327, 7, 3)",0
6JE4_1_L.npy,0,"(133, 7, 3)",0
6SKG_1_Aa.npy,0,"(1399, 7, 3)",0
3B4A_1_B.npy,3,"(121, 7, 3)",1
7AFI_1_A.npy,0,"(1061, 7, 3)",0
9EY2_1_T.npy,0,"(68, 7, 3)",0
3LA5_1_A.npy,0,"(71, 7, 3)",0
4YB0_1_R.npy,0,"(83, 7, 3)",0
5K7E_1_A.npy,0,"(47, 7, 3)",0
6VQV_1_L.npy,0,"(60, 7, 3)",0
6YPU_1_2.npy,0,"(894, 7, 3)",0
5VW1_1_C.npy,0,"(73, 7, 3)",0
4V61_1_AA.npy,0,"(1478, 7, 3)",0
7R81_1_A2.npy,0,"(1769, 7, 3)",0
4WRO_1_1K.npy,0,"(67, 7, 3)",0
5IBB_1_1L.npy,0,"(67, 7, 3)",0
7ZW0_1_2.npy,0,"(1765, 7, 3)",0
4YHH_1_A.npy,0,"(1507, 7, 3)",0
4V48_1_A0.npy,45630,"(2536, 7, 3)",2535
8FVY_1_2.npy,0,"(1441, 7, 3)",0
2XD0_1_H.npy,0,"(35, 7, 3)",0
7RGU_1_F.npy,0,"(28, 7, 3)",0
7F3J_1_F.npy,0,"(4, 7, 3)",0
8WIC_1_A.npy,0,"(3022, 7, 3)",0
5FK3_1_A.npy,0,"(94, 7, 3)",0
8GXC_1_B.npy,0,"(60, 7, 3)",0
6M0V_1_B.npy,15,"(71, 7, 3)",1
8FRU_1_4.npy,0,"(141, 7, 3)",0
3KFU_1_N.npy,0,"(68, 7, 3)",0
5NS4_1_D.npy,0,"(30, 7, 3)",0
6O0X_1_B.npy,0,"(98, 7, 3)",0
8U5K_1_A.npy,0,"(36, 7, 3)",0
7PKT_1_8.npy,0,"(413, 7, 3)",0
6XRQ_1_B.npy,0,"(14, 7, 3)",0
4KVB_1_A.npy,0,"(1500, 7, 3)",0
5D0A_1_F.npy,18,"(14, 7, 3)",1
7QI5_1_Aw.npy,0,"(68, 7, 3)",0
1H2C_1_R.npy,0,"(3, 7, 3)",0
8JDM_1_A.npy,0,"(14, 7, 3)",0
7QI4_1_Aw.npy,0,"(22, 7, 3)",0
9AX8_1_y.npy,0,"(77, 7, 3)",0
8RXX_1_S1.npy,0,"(1793, 7, 3)",0
6ZP4_1_1.npy,0,"(75, 7, 3)",0
8QFS_1_B.npy,0,"(55, 7, 3)",0
8QU5_1_A.npy,0,"(1049, 7, 3)",0
9BH5_1_DB.npy,0,"(76, 7, 3)",0
6SPC_1_a.npy,0,"(1519, 7, 3)",0
5DOY_1_1w.npy,30,"(68, 7, 3)",2
5VPP_1_XA.npy,0,"(1515, 7, 3)",0
5UDZ_1_V.npy,0,"(24, 7, 3)",0
7DA7_1_C.npy,267,"(90, 7, 3)",89
6S0K_1_A.npy,0,"(2883, 7, 3)",0
5E81_1_3K.npy,0,"(70, 7, 3)",0
4U6K_1_A.npy,0,"(9, 7, 3)",0
8HNV_1_B.npy,0,"(97, 7, 3)",0
6VQW_1_K.npy,0,"(40, 7, 3)",0
6UEJ_1_B.npy,0,"(3, 7, 3)",0
6ZOL_1_2.npy,0,"(472, 7, 3)",0
5AJ4_1_BA.npy,0,"(1515, 7, 3)",0
