sequence_id,cluster_id
8WML_1_R_A,407
6DTD_1_C_A,408
6E8T_1_A_A,409
6E8T_1_D_A,409
6E8U_1_B_A,409
8U5J_1_A_A,409
6SY4_1_C_A,410
6E80_1_A_A,411
6E81_1_A_A,411
6E82_1_A_A,411
8H7Q_1_D_A,412
8HZJ_1_A_A,413
8HZK_1_B_A,413
8IEW_1_B_A,414
8PJ9_1_B_A,415
6C64_1_D_A,416
6C65_1_C_A,416
8U5K_1_A_A,416
8U5T_1_A_A,416
8U60_1_A_A,416
2XD0_1_H_A,417
4C4W_1_D_A,418
5FJ4_1_H_A,418
4V83_1_AV_A,419
5DE8_1_C_A,420
7Y80_1_B_A,421
2ZH8_1_B_A,422
8DK7_1_C_A,423
8QWE_1_C_A,424
8W35_1_C_A,425
4ATO_1_G_A,426
6VUH_1_A_A,427
7REX_1_B_A,428
7REX_1_C_A,428
8FB3_1_C_A,428
8E74_1_R_A,429
8E8M_1_R_A,429
8GZR_1_C_A,430
8I54_1_B_A,431
8QZ8_1_V_A,432
3X1L_1_I_A,433
5DA6_1_A_A,434
6AZ4_1_A_A,435
6IFN_1_N_A,436
7OZQ_1_F_A,437
7OZQ_1_H_A,437
4X4N_1_D_A,438
6F4H_1_B_A,438
6H0R_1_B_A,439
7Q4P_1_2_A,440
8PM0_1_V_A,441
5Y58_1_Z_A,442
2BH2_1_C_A,443
3DEG_1_I_A,444
3EQ4_1_D_A,444
3S8U_1_A_A,444
4NXH_1_A_A,444
7EEM_1_A_A,444
7UCR_1_A_A,444
6DU4_1_B_A,445
6T0U_1_V_A,446
6T2C_1_V_A,446
7KI3_1_C_A,447
8EXY_1_R_A,448
8KGF_1_G_A,449
8P4F_1_P_A,450
8R3V_1_71_A,451
9BCT_1_7_A,452
4TUW_1_C_A,453
6KWR_1_B_A,454
7RGU_1_F_A,455
7YCX_1_c_A,456
8A3Y_1_P_A,456
8FZA_1_B_A,457
5MWI_1_A_A,458
6YMC_1_B_A,459
8D49_1_B_A,460
8DVS_1_B_A,461
6MUU_1_G_A,462
8PVV_1_R_A,463
3NVI_1_F_A,464
4Z7K_1_C_A,465
6BSJ_1_R_A,466
5F9H_1_B_A,467
8P7X_1_Y_A,468
8QLP_1_C_A,469
